Protein ID,HL Source,CLClim0NE Clim0 half life (min),gene symbol,Stability
G6908-MONOMER,Clim0,322.1,sufC,Less Stable
G6913-MONOMER,Clim0,345.90000000000003,ydiJ,Less Stable
G6930-MONOMER,Clim0,312.6,yniA,Less Stable
G6931-MONOMER,Clim0,720.0000000000001,yniB,More Stable
G6932-MONOMER,Clim0,720.0000000000001,hxpB,More Stable
G6946-MONOMER,Clim0,720.0000000000001,ydjY,More Stable
G6948-MONOMER,Clim0,720.0000000000001,ynjA,More Stable
G6949-MONOMER,Clim0,720.0000000000001,ynjB,More Stable
G6952-MONOMER,Clim0,720.0000000000001,ynjE,More Stable
G6957-MONOMER,Clim0,357.7,ydjF,Less Stable
G6958-MONOMER,Clim0,338.1000000000001,ydjG,Less Stable
G6959-MONOMER,Clim0,304.6,ydjH,Less Stable
G6961-MONOMER,Clim0,279.00000000000006,ydjJ,Less Stable
G6964-MONOMER,Clim0,13.900000000000038,yeaC,Less Stable
G6966-MONOMER,Clim0,720.0000000000001,yeaD,More Stable
G6967-MONOMER,Clim0,336.8,yeaE,Less Stable
G6968-MONOMER,Clim0,720.0000000000001,mipA,More Stable
G6969-MONOMER,Clim0,204.90000000000003,yeaG,Less Stable
G6973-MONOMER,Clim0,293.7,yeaK,Less Stable
G6985-MONOMER,Clim0,56.90000000001872,dmlR,Less Stable
G6986-MONOMER,Clim0,265.2,dmlA,Less Stable
G6990-MONOMER,Clim0,642.5,yeaY,More Stable
G6991-MONOMER,Clim0,343.70000000000005,tsaB,Less Stable
G6993-MONOMER,Clim0,720.0000000000001,yoaB,More Stable
G6997-MONOMER,Clim0,720.0000000000001,yoaE,More Stable
G7003-MONOMER,Clim0,354.6,kdgR,Less Stable
G7005-MONOMER,Clim0,322.99999999999994,msrC,Less Stable
G7008-MONOMER,Clim0,347.5,rsmF,Less Stable
G7020-MONOMER,Clim0,284.70000000000005,cmoA,Less Stable
G7021-MONOMER,Clim0,720.0000000000001,cmoB,More Stable
G7024-MONOMER,Clim0,584.1,cutC,Less Stable
G7025-MONOMER,Clim0,217.3,yecM,Less Stable
G7039-MONOMER,Clim0,720.0000000000001,tcyJ,More Stable
G7048-MONOMER,Clim0,315.3,yedP,Less Stable
G7055-MONOMER,Clim0,311.50000000000006,hchA,Less Stable
G7059-MONOMER,Clim0,334.8,msrP,Less Stable
G7061-MONOMER,Clim0,720.0000000000001,zinT,More Stable
G7063-MONOMER,Clim0,69.8000000000023,mtfA,Less Stable
G7068-MONOMER,Clim0,347.5,yeeN,Less Stable
G7080-MONOMER,Clim0,265.50000000000006,flu,Less Stable
G7089-MONOMER,Clim0,301.1,yeeZ,Less Stable
G7090-MONOMER,Clim0,336.6,wzzB,Less Stable
G7108-MONOMER,Clim0,720.0000000000001,yegH,More Stable
G7117-MONOMER,Clim0,349.90000000000003,yegP,Less Stable
G7122-MONOMER,Clim0,337.2,yegR,Less Stable
G7123-MONOMER,Clim0,344.1,yegS,Less Stable
G7132-MONOMER,Clim0,287.6000000000001,yegV,Less Stable
G7139-MONOMER,Clim0,322.5,rcnB,Less Stable
G7145-MONOMER,Clim0,68.50000000002,preT,Less Stable
G7147-MONOMER,Clim0,202.6,mepS,Less Stable
G7156-MONOMER,Clim0,720.0000000000001,yfaT,More Stable
G7160-MONOMER,Clim0,237.9,rhmD,Less Stable
G7165-MONOMER,Clim0,295.9,ais,Less Stable
G7166-MONOMER,Clim0,286.6000000000001,arnB,Less Stable
G7167-MONOMER,Clim0,696.3,arnC,More Stable
G7170-MONOMER,Clim0,720.0000000000001,arnT,More Stable
G7173-MONOMER,Clim0,604.9,elaB,More Stable
G7175-MONOMER,Clim0,338.3,rbn,Less Stable
G7185-MONOMER,Clim0,720.0000000000001,yfbR,More Stable
G7187-MONOMER,Clim0,603.9,hxpA,More Stable
G7188-MONOMER,Clim0,720.0000000000001,yfbU,More Stable
G7191-MONOMER,Clim0,271.6,yfcD,Less Stable
G7192-MONOMER,Clim0,328.8,yfcE,Less Stable
G7193-MONOMER,Clim0,354.1,yfcF,Less Stable
G7194-MONOMER,Clim0,290.6,yfcG,Less Stable
G7196-MONOMER,Clim0,351.8,yfcH,Less Stable
G7199-MONOMER,Clim0,329.1,mnmC,Less Stable
G7212-MONOMER,Clim0,717.9000000000001,fadJ,More Stable
G7213-MONOMER,Clim0,720.0000000000001,fadI,More Stable
G7216-MONOMER,Clim0,720.0000000000001,mlaA,More Stable
G7218-MONOMER,Clim0,332.0,intS,Less Stable
G7220-MONOMER,Clim0,720.0000000000001,yfdH,More Stable
G7250-MONOMER,Clim0,241.30000000000004,fryB,Less Stable
G7255-MONOMER,Clim0,51.700000000016345,insL3,Less Stable
G7262-MONOMER,Clim0,720.0000000000001,murR,More Stable
G7265-MONOMER,Clim0,622.7,yfeW,More Stable
G7266-MONOMER,Clim0,511.29999999999995,yfeX,Less Stable
G7267-MONOMER,Clim0,720.0000000000001,yfeY,More Stable
G7269-MONOMER,Clim0,334.70000000000005,ypeA,Less Stable
G7271-MONOMER,Clim0,358.4,eutL,Less Stable
G7287-MONOMER,Clim0,349.90000000000003,eutM,Less Stable
G7290-MONOMER,Clim0,250.90000000000006,eutQ,Less Stable
G7295-MONOMER,Clim0,351.6000000000001,ypfG,Less Stable
G7297-MONOMER,Clim0,720.0000000000001,tmcA,More Stable
G7298-MONOMER,Clim0,311.50000000000006,ypfJ,Less Stable
G7312-MONOMER,Clim0,307.3,yfgD,Less Stable
G7313-MONOMER,Clim0,341.70000000000005,hda,Less Stable
G7319-MONOMER,Clim0,333.1,der,Less Stable
G7320-MONOMER,Clim0,720.0000000000001,bamB,More Stable
G7321-MONOMER,Clim0,282.2,yfgM,Less Stable
G7323-MONOMER,Clim0,720.0000000000001,yfhM,More Stable
G7327-MONOMER,Clim0,324.7,trmJ,Less Stable
G7342-MONOMER,Clim0,612.6000000000001,yphF,More Stable
G7343-MONOMER,Clim0,297.6,yphG,Less Stable
G7345-MONOMER,Clim0,648.3,glrK,More Stable
G7348-MONOMER,Clim0,621.8000000000001,rseB,More Stable
G7352-MONOMER,Clim0,720.0000000000001,bamD,More Stable
G7356-MONOMER,Clim0,570.6,yfjD,Less Stable
G7409-MONOMER,Clim0,335.4,pncC,Less Stable
G7416-MONOMER,Clim0,319.90000000000003,ygbI,Less Stable
G7422-MONOMER,Clim0,720.0000000000001,truD,More Stable
G7423-MONOMER,Clim0,635.3000000000001,ispD,More Stable
G7431-MONOMER,Clim0,720.0000000000001,queD,More Stable
G7434-MONOMER,Clim0,720.0000000000001,ygcP,More Stable
G7442-MONOMER,Clim0,241.70000000000002,ygcE,Less Stable
G7443-MONOMER,Clim0,259.8,queE,Less Stable
G7448-MONOMER,Clim0,720.0000000000001,yqcA,More Stable
G7449-MONOMER,Clim0,356.6,truC,Less Stable
G7452-MONOMER,Clim0,332.5,queF,Less Stable
G7453-MONOMER,Clim0,315.3,ygdI,Less Stable
G7455-MONOMER,Clim0,310.99999999999994,csdE,Less Stable
G7456-MONOMER,Clim0,346.0,tcdA,Less Stable
G7457-MONOMER,Clim0,112.60000000001872,mltA,Less Stable
G7458-MONOMER,Clim0,291.1,amiC,Less Stable
G7459-MONOMER,Clim0,329.0,rppH,Less Stable
G7461-MONOMER,Clim0,278.0,ygdR,Less Stable
G7462-MONOMER,Clim0,354.2,tas,Less Stable
G7463-MONOMER,Clim0,614.6,kduI,More Stable
G7464-MONOMER,Clim0,81.30000000001064,yqeF,Less Stable
G7485-MONOMER,Clim0,112.50000000007228,xdhA,Less Stable
G7486-MONOMER,Clim0,290.1,xdhB,Less Stable
G7487-MONOMER,Clim0,87.80000000001824,xdhC,Less Stable
G7488-MONOMER,Clim0,87.70000000001406,ygeV,Less Stable
G7489-MONOMER,Clim0,293.30000000000007,ygeW,Less Stable
G7491-MONOMER,Clim0,313.6,ygeY,Less Stable
G7504-MONOMER,Clim0,299.7,ghxQ,Less Stable
G7511-MONOMER,Clim0,326.9,ygfZ,Less Stable
G7513-MONOMER,Clim0,311.8,yqfB,Less Stable
G7524-MONOMER,Clim0,322.5,yqgE,Less Stable
G7525-MONOMER,Clim0,323.90000000000003,yqgF,Less Stable
G7527-MONOMER,Clim0,342.90000000000003,yggS,Less Stable
G7530-MONOMER,Clim0,306.1,rdgB,Less Stable
G7533-MONOMER,Clim0,317.9,mltC,Less Stable
G7543-MONOMER,Clim0,316.00000000000006,glcG,Less Stable
G7544-MONOMER,Clim0,73.00000000002731,glcE,Less Stable
G7545-MONOMER,Clim0,217.20000000000002,glcD,Less Stable
G7546-MONOMER,Clim0,78.0000000000096,glcC,Less Stable
G7553-MONOMER,Clim0,337.80000000000007,yghU,Less Stable
G7558-MONOMER,Clim0,687.0000000000001,gpr,More Stable
G7559-MONOMER,Clim0,708.6,yqhA,More Stable
G7564-MONOMER,Clim0,693.6000000000001,yqhD,More Stable
G7574-MONOMER,Clim0,349.90000000000003,ygiW,Less Stable
G7575-MONOMER,Clim0,330.7,qseB,Less Stable
G7579-MONOMER,Clim0,324.0,cpdA,Less Stable
G7590-MONOMER,Clim0,344.3,hldE,Less Stable
G7597-MONOMER,Clim0,284.5,ygjH,Less Stable
G7603-MONOMER,Clim0,352.50000000000006,rlmG,Less Stable
G7606-MONOMER,Clim0,316.80000000000007,ygjR,Less Stable
G7612-MONOMER,Clim0,338.5,yqjD,Less Stable
G7613-MONOMER,Clim0,321.9,yqjE,Less Stable
G7616-MONOMER,Clim0,720.0000000000001,yqjG,More Stable
G7619-MONOMER,Clim0,339.50000000000006,yhaJ,Less Stable
G7630-MONOMER,Clim0,318.6,agaR,Less Stable
G7641-MONOMER,Clim0,708.1,rsmI,More Stable
G7642-MONOMER,Clim0,336.8,lpoA,Less Stable
G7646-MONOMER,Clim0,720.0000000000001,yraR,More Stable
G7647-MONOMER,Clim0,318.9,yhbO,Less Stable
G7648-MONOMER,Clim0,720.0000000000001,yhbP,More Stable
G7650-MONOMER,Clim0,594.7,yhbS,Less Stable
G7654-MONOMER,Clim0,338.8999999999999,yhbW,Less Stable
G7658-MONOMER,Clim0,323.20000000000005,mlaB,Less Stable
G7659-MONOMER,Clim0,317.4,mlaC,Less Stable
G7662-MONOMER,Clim0,316.40000000000003,kdsD,Less Stable
G7663-MONOMER,Clim0,259.6,kdsC,Less Stable
G7664-MONOMER,Clim0,358.8,lptC,Less Stable
G7680-MONOMER,Clim0,342.8,zapE,Less Stable
G7682-MONOMER,Clim0,599.7000000000002,degQ,Less Stable
G7688-MONOMER,Clim0,659.5,aaeR,More Stable
G7689-MONOMER,Clim0,308.50000000000006,tldD,Less Stable
G7690-MONOMER,Clim0,720.0000000000001,yhdP,More Stable
G7696-MONOMER,Clim0,601.3000000000001,yrdA,More Stable
G7698-MONOMER,Clim0,336.8,tsaC,Less Stable
G7713-MONOMER,Clim0,359.90000000000003,tusC,Less Stable
G7716-MONOMER,Clim0,688.6,fkpA,More Stable
G7717-MONOMER,Clim0,341.8999999999999,kefG,Less Stable
G7727-MONOMER,Clim0,308.1,frlR,Less Stable
G7735-MONOMER,Clim0,318.2,yhfZ,Less Stable
G7739-MONOMER,Clim0,704.9,hofM,More Stable
G7740-MONOMER,Clim0,314.6,nudE,Less Stable
G7744-MONOMER,Clim0,231.00000000000006,hslO,Less Stable
G7751-MONOMER,Clim0,96.20000000006381,rtcB,Less Stable
G7756-MONOMER,Clim0,318.40000000000003,yhhW,Less Stable
G7757-MONOMER,Clim0,335.1,yhhX,Less Stable
G7767-MONOMER,Clim0,678.7000000000002,dcrB,More Stable
G7790-MONOMER,Clim0,332.3999999999999,dgoR,Less Stable
G7800-MONOMER,Clim0,689.2,wecF,More Stable
G7804-MONOMER,Clim0,271.30000000000007,ysgA,Less Stable
G7832-MONOMER,Clim0,701.1,fxsA,More Stable
G7834-MONOMER,Clim0,357.3,yjeI,Less Stable
G7837-MONOMER,Clim0,324.8,blc,Less Stable
G7840-MONOMER,Clim0,720.0000000000001,mscM,More Stable
G7841-MONOMER,Clim0,340.49999999999994,rsgA,Less Stable
G7842-MONOMER,Clim0,720.0000000000001,orn,More Stable
G7845-MONOMER,Clim0,350.00000000000006,rlmB,Less Stable
G7852-MONOMER,Clim0,693.9000000000001,bsmA,More Stable
G7853-MONOMER,Clim0,343.1,yjfP,Less Stable
G7854-MONOMER,Clim0,638.2000000000002,ulaR,More Stable
G7858-MONOMER,Clim0,306.3,ulaD,Less Stable
G7864-MONOMER,Clim0,300.1,ytfB,Less Stable
G7868-MONOMER,Clim0,350.50000000000006,qorB,Less Stable
G7871-MONOMER,Clim0,297.1,ytfJ,Less Stable
G7874-MONOMER,Clim0,720.0000000000001,tamA,More Stable
G7875-MONOMER,Clim0,358.00000000000006,tamB,Less Stable
G7876-MONOMER,Clim0,319.0,ytfP,Less Stable
G7877-MONOMER,Clim0,333.8,ridA,Less Stable
G7886-MONOMER,Clim0,306.9,yjgM,Less Stable
G7889-MONOMER,Clim0,720.0000000000001,lptG,More Stable
G7890-MONOMER,Clim0,323.30000000000007,yjgR,Less Stable
G7909-MONOMER,Clim0,690.5,yjhU,More Stable
G7910-MONOMER,Clim0,301.8999999999999,yjhG,Less Stable
G7911-MONOMER,Clim0,285.6,yjhH,Less Stable
G7915-MONOMER,Clim0,339.2,sgcQ,Less Stable
G7916-MONOMER,Clim0,295.9,yjhP,Less Stable
G7920-MONOMER,Clim0,720.0000000000001,nanM,More Stable
G7921-MONOMER,Clim0,720.0000000000001,nanC,More Stable
G7925-MONOMER,Clim0,720.0000000000001,iadA,More Stable
G7931-MONOMER,Clim0,219.8,yjiL,Less Stable
G7933-MONOMER,Clim0,720.0000000000001,yjiN,More Stable
G7936-MONOMER,Clim0,274.99999999999994,yjiR,Less Stable
G7950-MONOMER,Clim0,694.2,rsmC,More Stable
GALACTARDEHYDRA-MONOMER,Clim0,193.5,garD,Less Stable
GALACTOKIN-MONOMER,Clim0,720.0000000000001,galK,More Stable
GALACTONATE-DEHYDRATASE-MONOMER,Clim0,208.00000000000003,dgoD,Less Stable
GALACTURIDYLYLTRANS-MONOMER,Clim0,720.0000000000001,galT,More Stable
GAPDH-A-MONOMER,Clim0,720.0000000000001,gapA,More Stable
GART-MONOMER,Clim0,720.0000000000001,purN,More Stable
GARTRANSFORMYL2-MONOMER,Clim0,357.40000000000003,purT,Less Stable
GCVP-MONOMER,Clim0,296.9,gcvP,Less Stable
GLNE-MONOMER,Clim0,720.0000000000001,glnE,More Stable
GLNH-MONOMER,Clim0,706.4,glnH,More Stable
GLNP-MONOMER,Clim0,720.0000000000001,glnP,More Stable
GLNQ-MONOMER,Clim0,292.6,glnQ,Less Stable
GLNS-MONOMER,Clim0,688.5,glnS,More Stable
GLPT-MONOMER,Clim0,710.0000000000001,glpT,More Stable
GLTL-MONOMER,Clim0,679.8000000000001,gltL,More Stable
GLU6PDEHYDROG-MONOMER,Clim0,697.2,zwf,More Stable
GLUC1PADENYLTRANS-MONOMER,Clim0,720.0000000000001,glgC,More Stable
GLUC1PURIDYLTRANS-MONOMER,Clim0,342.70000000000005,galU,Less Stable
GLUCARDEHYDRA-MONOMER,Clim0,315.5,gudD,Less Stable
GLUCDEHYDROG-MONOMER,Clim0,720.0000000000001,gcd,More Stable
GLUCOKIN-MONOMER,Clim0,720.0000000000001,glk,More Stable
GLUCONREDUCT-MONOMER,Clim0,287.1,idnO,Less Stable
GLUCOSAMINE-6-P-DEAMIN-MONOMER,Clim0,349.90000000000003,nagB,Less Stable
GLUCOSE-1-PHOSPHAT-MONOMER,Clim0,718.3000000000002,agp,More Stable
GLURS-MONOMER,Clim0,720.0000000000001,gltX,More Stable
GLUSYNLARGE-MONOMER,Clim0,293.30000000000007,gltB,Less Stable
GLUSYNSMALL-MONOMER,Clim0,276.1,gltD,Less Stable
GLUTAMIDOTRANS-MONOMER,Clim0,318.9,hisH,Less Stable
GLUTAMINESYN-MONOMER,Clim0,689.8,glnA,More Stable
GLUTATHIONE-REDUCT-NADPH-MONOMER,Clim0,691.4000000000001,gor,More Stable
GLUTATHIONE-SYN-MONOMER,Clim0,611.2,gshB,More Stable
GLUTKIN-MONOMER,Clim0,320.8,proB,Less Stable
GLUTRACE-MONOMER,Clim0,720.0000000000001,murI,More Stable
GLUTSEMIALDEHYDROG-MONOMER,Clim0,340.8,proA,Less Stable
GLY3KIN-MONOMER,Clim0,289.40000000000003,glxK,Less Stable
GLYC3PDEHYDROGBIOSYN-MONOMER,Clim0,347.9,gpsA,Less Stable
GLYCDEH-MONOMER,Clim0,344.9,gldA,Less Stable
GLYCEROL-3-P-ACYLTRANSFER-MONOMER,Clim0,720.0000000000001,plsB,More Stable
GLYCEROL-KIN-MONOMER,Clim0,323.90000000000003,glpK,Less Stable
GLYCOGEN-BRANCH-MONOMER,Clim0,720.0000000000001,glgB,More Stable
GLYCOGENSYN-MONOMER,Clim0,685.7,glgA,More Stable
GLYCOPHOSPHORYL-MONOMER,Clim0,316.40000000000003,glgP,Less Stable
GLYCPDIESTER-CYTO-MONOMER,Clim0,329.5,ugpQ,Less Stable
GLYCPDIESTER-PERI-MONOMER,Clim0,686.4,glpQ,More Stable
GLYCRIBONUCSYN-MONOMER,Clim0,628.7999999999998,purD,More Stable
GLYOHMETRANS-MONOMER,Clim0,330.4,glyA,Less Stable
GLYOXI-MONOMER,Clim0,326.6000000000001,gloA,Less Stable
GLYOXII-MONOMER,Clim0,285.50000000000006,gloB,Less Stable
GLYQ-MONOMER,Clim0,720.0000000000001,glyQ,More Stable
GLYS-MONOMER,Clim0,353.3,glyS,Less Stable
GMP-REDUCT-MONOMER,Clim0,596.1,guaC,Less Stable
GMP-SYN-MONOMER,Clim0,356.00000000000006,guaA,Less Stable
GNTT-MONOMER,Clim0,602.2,gntT,More Stable
GPMA-MONOMER,Clim0,620.1,gpmA,More Stable
GPT-MONOMER,Clim0,332.9,gpt,Less Stable
GRXB-MONOMER,Clim0,334.3,grxB,Less Stable
GRXC-MONOMER,Clim0,313.7,grxC,Less Stable
GSAAMINOTRANS-MONOMER,Clim0,680.2,hemL,More Stable
GSP-MONOMER,Clim0,310.1,gss,Less Stable
GST-MONOMER,Clim0,341.40000000000003,gstA,Less Stable
GTP-CYCLOHYDRO-II-MONOMER,Clim0,305.9000000000001,ribA,Less Stable
GUANYL-KIN-MONOMER,Clim0,532.2,gmk,Less Stable
H2NEOPTERINALDOL-MONOMER,Clim0,707.2000000000002,folB,More Stable
H2PTEROATESYNTH-MONOMER,Clim0,720.0000000000001,folP,More Stable
HEMN-MONOMER,Clim0,253.90000000000003,hemN,Less Stable
HEMX-MONOMER,Clim0,359.0,hemX,Less Stable
HISJ-MONOMER,Clim0,720.0000000000001,hisJ,More Stable
HISM-MONOMER,Clim0,342.6,hisM,Less Stable
HISP-MONOMER,Clim0,675.0,hisP,More Stable
HISQ-MONOMER,Clim0,337.40000000000003,hisQ,Less Stable
HISS-MONOMER,Clim0,628.2000000000002,hisS,More Stable
HISTCYCLOPRATPPHOS,Clim0,720.0000000000001,hisI,More Stable
HISTDEHYD-MONOMER,Clim0,358.20000000000005,hisD,Less Stable
HISTPHOSTRANS-MONOMER,Clim0,322.8,hisC,Less Stable
HMP-KIN-MONOMER,Clim0,309.1000000000001,yajL,Less Stable
HMP-P-KIN-MONOMER,Clim0,357.40000000000003,thiD,Less Stable
HOLO-ACP-SYNTH-MONOMER,Clim0,720.0000000000001,acpS,More Stable
HOMOCYSMET-MONOMER,Clim0,253.20000000000007,metE,Less Stable
HOMOSERKIN-MONOMER,Clim0,337.5,thrB,Less Stable
HYBC-MONOMER,Clim0,262.2,hybC,Less Stable
HYDG-MONOMER,Clim0,236.69999999999996,zraR,Less Stable
HYDROPEROXIDI-MONOMER,Clim0,351.00000000000006,katG,Less Stable
HYDROPEROXIDII-MONOMER,Clim0,345.70000000000005,katE,Less Stable
HYPOXANPRIBOSYLTRAN-MONOMER,Clim0,287.0,hpt,Less Stable
ICITDEHASE-KIN-PHOSPHA,Clim0,641.0000000000001,aceK,More Stable
ILES-MONOMER,Clim0,677.4000000000001,ileS,More Stable
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,Clim0,626.7,hisB,More Stable
IMP-DEHYDROG-MONOMER,Clim0,345.4,guaB,Less Stable
INORGPYROPHOSPHAT-MONOMER,Clim0,343.6,ppa,Less Stable
IPPISOM-MONOMER,Clim0,537.7,idi,Less Stable
ISOCITDEH-SUBUNIT,Clim0,335.00000000000006,icd,Less Stable
KDGALDOL-MONOMER,Clim0,307.40000000000003,garL,Less Stable
KDO-8PSYNTH-MONOMER,Clim0,616.5,kdsA,More Stable
KDOTRANS-MONOMER,Clim0,633.1,waaA,More Stable
KDPD-MONOMER,Clim0,720.0000000000001,kdpD,More Stable
KDPE-MONOMER,Clim0,321.1000000000001,kdpE,Less Stable
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER,Clim0,550.9,eda,Less Stable
KDUD-MONOMER,Clim0,248.9,kduD,Less Stable
KEFB-MONOMER,Clim0,720.0000000000001,kefB,More Stable
KEFC-MONOMER,Clim0,720.0000000000001,kefC,More Stable
KETOBUTFORMLY-INACT-MONOMER,Clim0,127.30000000000001,tdcE,Less Stable
KETOLREDUCTOISOM-MONOMER,Clim0,336.1,ilvC,Less Stable
KUP-MONOMER,Clim0,720.0000000000001,kup,More Stable
L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER,Clim0,322.5,glmS,Less Stable
LACTALDDEHYDROG-MONOMER,Clim0,351.70000000000005,aldA,Less Stable
LACTALDREDUCT-MONOMER,Clim0,338.40000000000003,fucO,Less Stable
LDC2-MONOMER,Clim0,639.0000000000001,ldcC,More Stable
LEUS-MONOMER,Clim0,334.0,leuS,Less Stable
LIPIDADISACCHARIDESYNTH-MONOMER,Clim0,640.7000000000002,lpxB,More Stable
LIVF-MONOMER,Clim0,720.0000000000001,livF,More Stable
LIVG-MONOMER,Clim0,719.4,livG,More Stable
LIVH-MONOMER,Clim0,720.0000000000001,livH,More Stable
LIVJ-MONOMER,Clim0,687.8,livJ,More Stable
LIVK-MONOMER,Clim0,713.7,livK,More Stable
LIVM-MONOMER,Clim0,347.40000000000003,livM,Less Stable
LTAA-MONOMER,Clim0,352.8,ltaE,Less Stable
LUMAZINESYN-MONOMER,Clim0,720.0000000000001,ribE,More Stable
LYSS-MONOMER,Clim0,353.7,lysS,Less Stable
LYSU-MONOMER,Clim0,342.40000000000003,lysU,Less Stable
MACA,Clim0,720.0000000000001,macA,More Stable
MACB,Clim0,720.0000000000001,macB,More Stable
MALATE-DEHASE-MONOMER,Clim0,339.2,mdh,Less Stable
MALATE-SYNTHASE,Clim0,190.2,aceB,Less Stable
MALDEXPHOSPHORYL-MONOMER,Clim0,720.0000000000001,malP,More Stable
MALE-MONOMER,Clim0,720.0000000000001,malE,More Stable
MALF-MONOMER,Clim0,720.0000000000001,malF,More Stable
MALIC-NAD-MONOMER,Clim0,356.2,maeA,Less Stable
MALIC-NADP-MONOMER,Clim0,356.9,maeB,Less Stable
MALK-MONOMER,Clim0,720.0000000000001,malK,More Stable
MALONYL-COA-ACP-TRANSACYL-MONOMER,Clim0,662.6,fabD,More Stable
MALSYNG-MONOMER,Clim0,331.19999999999993,glcB,Less Stable
MALTACETYLTRAN-MONOMER,Clim0,228.9,maa,Less Stable
MALTODEXGLUCOSID-MONOMER,Clim0,231.5,malZ,Less Stable
MALX-MONOMER,Clim0,245.79999999999998,malX,Less Stable
MANNONDEHYDRAT-MONOMER,Clim0,307.80000000000007,uxuA,Less Stable
MANNONOXIDOREDUCT-MONOMER,Clim0,259.2,uxuB,Less Stable
MANNPDEHYDROG-MONOMER,Clim0,650.0,mtlD,More Stable
MANNPISOM-MONOMER,Clim0,328.5,manA,Less Stable
MANX-MONOMER,Clim0,720.0000000000001,manX,More Stable
MANZ-MONOMER,Clim0,720.0000000000001,manZ,More Stable
MDLA-MONOMER,Clim0,299.6,mdlA,Less Stable
MDTA,Clim0,720.0000000000001,mdtA,More Stable
MEND-MONOMER,Clim0,720.0000000000001,menD,More Stable
MENF-MONOMER,Clim0,289.29999999999995,menF,Less Stable
METG-MONOMER,Clim0,332.19999999999993,metG,Less Stable
METHGLYSYN-MONOMER,Clim0,330.90000000000003,mgsA,Less Stable
METHYLENETHFREDUCT-MONOMER,Clim0,298.1,metF,Less Stable
METQ-MONOMER,Clim0,695.7,metQ,More Stable
MGLA-MONOMER,Clim0,328.30000000000007,mglA,Less Stable
MGLB-MONOMER,Clim0,651.7,mglB,More Stable
MGLC-MONOMER,Clim0,719.1,mglC,More Stable
MGTA-MONOMER,Clim0,720.0000000000001,mgtA,More Stable
MMUM-MONOMER,Clim0,300.50000000000006,mmuM,Less Stable
MODA-MONOMER,Clim0,720.0000000000001,modA,More Stable
MODC-MONOMER,Clim0,346.2,modC,Less Stable
MODF-MONOMER,Clim0,314.0,modF,Less Stable
MONOMER-43,Clim0,329.9,ghrB,Less Stable
MONOMER0-1261,Clim0,325.8,dhaL,Less Stable
MONOMER0-148,Clim0,707.4,dkgA,More Stable
MONOMER0-1501,Clim0,359.6000000000001,moaB,Less Stable
MONOMER0-1701,Clim0,272.69999999999993,gnsA,Less Stable
MONOMER0-185,Clim0,720.0000000000001,modE,More Stable
MONOMER0-1981,Clim0,342.1,dapE,Less Stable
MONOMER0-2001,Clim0,320.3,dapD,Less Stable
MONOMER0-282,Clim0,720.0000000000001,phoE,More Stable
MONOMER0-341,Clim0,720.0000000000001,pldA,More Stable
MONOMER0-4382,Clim0,304.0,copA,Less Stable
MONOMER0-4519,Clim0,355.7,clpB,Less Stable
MONOMER0-4521,Clim0,720.0000000000001,mrcB,More Stable
MONOMER0-4524,Clim0,488.7000000000001,mcrB,Less Stable
MONOMER0-4534,Clim0,287.1,cobB,Less Stable
MONOMER0-4539,Clim0,343.6,infB,Less Stable
MONOMER0-561,Clim0,79.7000000000027,glcF,Less Stable
MONOMER0-82,Clim0,711.4,ynaI,More Stable
MTLA-MONOMER,Clim0,720.0000000000001,mtlA,More Stable
MYRISTOYLACYLTRAN-MONOMER,Clim0,655.1000000000001,lpxM,More Stable
N-ACETYLGLUTPREDUCT-MONOMER,Clim0,341.8,argC,Less Stable
NACGLCTRANS-MONOMER,Clim0,652.3,murG,More Stable
NACMURLALAAMI1-MONOMER,Clim0,213.1,amiA,Less Stable
NAD-SYNTH-MONOMER,Clim0,663.6,nadE,More Stable
NADH-DHII-MONOMER,Clim0,706.9000000000001,ndh,More Stable
NAG1P-URIDYLTRANS-MONOMER,Clim0,353.90000000000003,glmU,Less Stable
NAG6PDEACET-MONOMER,Clim0,685.9,nagA,More Stable
NAGE-MONOMER,Clim0,353.00000000000006,nagE,Less Stable
NANE-MONOMER,Clim0,303.6,nanE,Less Stable
NANK-MONOMER,Clim0,300.3,nanK,Less Stable
NANT-MONOMER,Clim0,229.2,nanT,Less Stable
NAPA-MONOMER,Clim0,271.2,napA,Less Stable
NAPHTHOATE-SYN-MONOMER,Clim0,332.79999999999995,menB,Less Stable
NARL-MONOMER,Clim0,301.8999999999999,narL,Less Stable
NARQ-MONOMER,Clim0,720.0000000000001,narQ,More Stable
NARX-MONOMER,Clim0,326.50000000000006,narX,Less Stable
NARY-MONOMER,Clim0,332.19999999999993,narY,Less Stable
NARZ-MONOMER,Clim0,690.1000000000001,narZ,More Stable
NHAB-MONOMER,Clim0,720.0000000000001,nhaB,More Stable
NICONUCADENYLYLTRAN-MONOMER,Clim0,297.0,nadD,Less Stable
NICOTINAMID-MONOMER,Clim0,607.3,pncA,More Stable
NICOTINATEPRIBOSYLTRANS-MONOMER,Clim0,242.3,pncB,Less Stable
NRDA-MONOMER,Clim0,294.8,nrdA,Less Stable
NRDB-MONOMER,Clim0,341.8999999999999,nrdB,Less Stable
