Uniprot Accession,Description,Gene,proteinMW,Peptides.used.for.quantitation,Confidence.score,medianRatio_MG1655.LB_vs_BW25113.Glucose,medianRatio_NCM3722.LB_vs_BW25113.Glucose,medianRatio_MG1655.Glucose_vs_BW25113.Glucose,medianRatio_NCM3722.Glucose_vs_BW25113.Glucose,medianRatio_BW25113.LB_vs_BW25113.Glucose,qvalue_MG1655.LB_vs_BW25113.Glucose,qvalue_NCM3722.LB_vs_BW25113.Glucose,qvalue_MG1655.Glucose_vs_BW25113.Glucose,qvalue_NCM3722.Glucose_vs_BW25113.Glucose,qvalue_BW25113.LB_vs_BW25113.Glucose,Copies/Cell_MG1655.LB,Copies/Cell_MG1655.Glucose,Copies/Cell_NCM3722.LB,Copies/Cell_NCM3722.Glucose,Copies/Cell_BW25113.LB,Copies/Cell_BW25113.Glucose,cv_MG1655.LB,cv_NCM3722.LB,cv_MG1655.Glucose,cv_NCM3722.Glucose,cv_BW25113.LB,cv_BW25113.Glucose,rawInt_A14.07016.1,rawInt_A14.07017.1,rawInt_A14.07018.1,rawInt_A14.07020.1,rawInt_A14.07021.1,rawInt_A14.07022.1,rawInt_A14.07024.1,rawInt_A14.07025.1,rawInt_A14.07026.1,rawInt_A14.07028.1,rawInt_A14.07029.1,rawInt_A14.07030.1,rawInt_A14.07032.1,rawInt_A14.07033.1,rawInt_A14.07034.1,rawInt_A14.07036.1,rawInt_A14.07037.1,rawInt_A14.07038.1,normInt_A14.07016.1,normInt_A14.07017.1,normInt_A14.07018.1,normInt_A14.07020.1,normInt_A14.07021.1,normInt_A14.07022.1,normInt_A14.07024.1,normInt_A14.07025.1,normInt_A14.07026.1,normInt_A14.07028.1,normInt_A14.07029.1,normInt_A14.07030.1,normInt_A14.07032.1,normInt_A14.07033.1,normInt_A14.07034.1,normInt_A14.07036.1,normInt_A14.07037.1,normInt_A14.07038.1,medianNormInt_MG1655.LB,medianNormInt_NCM3722.LB,medianNormInt_MG1655.Glu,medianNormInt_NCM3722.Glu,medianNormInt_BW25113.LB,medianNormInt_BW25113.Glu
P0AAA1,Inner membrane protein yagU OS=Escherichia coli (strain K12) GN=yagU PE=1 SV=1,yagU,22933.93416,2,104.05,0.95,0.76,1.27,0.71,1.64,0.97,0.00,0.26,0.68,0.05,232,221,193,145,416,164,32.09,2.59,28.19,42.15,21.94,5.08,365299.29,192148.93,206956.06,184760.67,264921.16,224390.91,464713.57,222380.53,239530.90,181489.40,222295.17,357215.51,388814.87,264672.51,320604.67,166097.73,253660.72,222666.54,365299.29,193024.11,256307.83,201232.42,211859.83,205745.07,485185.23,343172.48,281801.98,188163.65,191043.51,372532.01,452749.30,297006.56,443051.56,249427.97,274794.37,269811.31,256307.83,205745.07,343172.48,191043.51,443051.56,269811.31
P0ACV8,Uncharacterized protein ymjA OS=Escherichia coli (strain K12) GN=ymjA PE=4 SV=1,ymjA,9297.38439,2,205.93,0.35,0.31,1.29,0.87,0.36,0.00,0.00,0.66,0.11,0.00,83,219,76,174,88,159,15.17,34.71,20.70,12.98,8.37,16.14,81032.02,60566.63,53214.61,59469.41,38865.75,62925.07,164102.40,167575.24,205797.90,126471.29,189544.39,161104.76,50861.73,59923.61,50432.08,124568.99,160437.26,193721.60,81032.02,60842.50,65904.43,64771.22,31081.29,57696.29,171331.47,258598.23,242115.97,131122.25,162897.05,168012.53,59225.14,67244.25,69693.35,187064.51,173804.03,234737.91,65904.43,57696.29,242115.97,162897.05,67244.25,187064.51
P0AAU7,Uncharacterized protein ybfE OS=Escherichia coli (strain K12) GN=ybfE PE=4 SV=2,ybfE,11255.02681,2,87.76,0.90,1.27,1.24,0.90,0.79,0.66,0.04,0.97,0.22,0.23,200,197,293,168,182,150,40.04,5.50,33.03,10.17,23.49,10.73,192949.97,125871.60,69298.57,171561.42,209324.60,194942.42,91837.70,123614.37,148641.50,109037.17,161373.68,121167.16,95218.23,133142.98,68987.13,107778.29,121380.32,116302.56,192949.97,126444.91,85823.85,186856.44,167398.76,178743.62,95883.35,190758.83,174872.93,113046.99,138686.75,126362.50,110875.35,149408.56,95335.03,161850.01,131493.08,140927.08,126444.91,178743.62,174872.93,126362.50,110875.35,140927.08
P76308,Uncharacterized protein yecR OS=Escherichia coli (strain K12) GN=yecR PE=4 SV=1,yecR,11715.85654,2,249.15,2.31,4.32,1.49,3.72,0.29,0.00,0.01,0.16,0.00,0.02,509,235,986,691,66,148,7.94,43.07,49.64,9.72,49.88,22.20,241398.62,242715.00,170197.27,179345.46,564121.04,550050.71,320711.79,101131.58,125620.02,375446.43,455195.57,314527.87,29570.55,9689.10,21735.37,47974.39,96486.17,92741.88,241398.62,243820.50,210783.36,195334.44,451132.66,504344.08,334839.86,156063.91,147788.75,389253.42,391201.31,328014.04,34432.96,10872.78,30036.65,72042.85,104524.87,112377.94,241398.62,451132.66,156063.91,389253.42,30036.65,104524.87
P0AE91,Protein CreA OS=Escherichia coli (strain K12) GN=creA PE=4 SV=1,creA,17079.02378,2,103.47,1.17,0.98,1.24,0.92,1.15,0.08,0.46,0.24,0.29,0.07,258,195,223,170,264,148,10.14,8.93,19.25,9.71,6.45,8.25,408492.06,382210.03,376922.40,363033.19,425265.90,370664.65,414802.51,341049.92,303971.62,308017.20,373076.98,257962.05,335956.99,357847.47,319478.69,237935.65,281745.02,287179.84,408492.06,383950.89,466805.19,395398.27,340088.96,339864.15,433075.48,526300.34,357614.84,319344.50,320627.47,269022.82,391199.78,401564.35,441495.54,357306.53,305218.50,347983.88,408492.06,340088.96,433075.48,319344.50,401564.35,347983.88
P0A8N0,UPF0268 protein ycbG OS=Escherichia coli (strain K12) GN=ycbG PE=3 SV=1,ycbG,17664.37878,2,127.36,0.19,0.11,0.24,0.78,0.80,0.00,0.00,0.00,0.27,0.18,41,37,26,143,182,146,33.99,17.52,26.87,57.53,33.41,11.27,44671.89,58372.10,70232.89,30803.87,43822.74,49947.91,71078.92,54257.51,40879.09,67672.45,281068.47,277474.25,234566.10,221642.93,98287.57,177602.45,285576.50,275891.99,44671.89,58637.97,86980.97,33550.09,35045.44,45797.48,74210.10,83728.93,48093.20,70161.09,241554.10,289371.65,273136.77,248720.22,135826.03,266704.53,309369.19,334306.08,58637.97,35045.44,74210.10,241554.10,248720.22,309369.19
P0A8Z0,Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) GN=yciA PE=3 SV=1,yciA,14203.3308,2,110.42,0.87,1.08,1.04,0.79,0.86,0.90,0.44,0.69,0.72,0.81,185,158,239,143,191,144,22.29,12.37,71.38,6.23,19.79,34.72,269494.13,203455.20,141532.10,234770.67,347818.68,236625.63,138263.10,380813.76,208113.93,192235.92,204693.87,179937.55,130433.28,181647.35,164225.99,184830.92,217996.89,109278.91,269494.13,204381.88,175282.55,255700.91,278153.72,216963.15,144353.90,587662.97,244840.72,199305.37,175916.72,187652.82,151880.96,203838.53,226947.99,277559.49,236159.22,132416.33,204381.88,255700.91,244840.72,187652.82,203838.53,236159.22
P69853,Twin-arginine leader-binding protein dmsD OS=Escherichia coli (strain K12) GN=dmsD PE=1 SV=2,dmsD,23311.73668,2,61.94,0.69,0.54,0.79,0.79,0.60,0.02,0.00,0.19,0.19,0.01,144,117,117,139,129,140,8.40,10.41,14.64,19.26,6.37,11.44,227448.23,232854.59,160809.62,191725.06,215921.25,194568.24,248393.21,136293.39,239804.59,252471.79,254000.26,307557.32,187622.24,174747.92,141798.67,219306.87,335559.38,238278.75,227448.23,233915.17,199157.09,208817.70,172674.16,178400.53,259335.48,210324.81,282123.97,261756.40,218291.30,320744.60,218473.73,196096.22,195955.11,329331.82,363516.39,288729.07,227448.23,178400.53,259335.48,261756.40,196096.22,329331.82
P08245,Uncharacterized protein yciH OS=Escherichia coli (strain K12) GN=yciH PE=1 SV=1,yciH,11371.09405,2,113.23,0.62,0.70,1.04,0.65,0.57,0.01,0.00,0.85,0.01,0.00,125,150,148,112,120,137,18.98,5.78,8.48,10.58,10.95,2.33,99031.53,71761.17,84602.01,98918.99,151071.72,123230.34,159300.87,115179.76,127460.13,101213.43,141891.05,95859.58,70872.08,81126.35,74255.63,106941.25,144960.04,135778.10,99031.53,72088.02,104776.63,107737.80,120813.41,112990.48,166318.43,177742.74,149953.59,104935.54,121943.11,99969.80,82525.87,91037.25,102615.70,160593.04,157037.33,164526.14,99031.53,112990.48,166318.43,104935.54,91037.25,160593.04
P12994,UPF0098 protein ybhB OS=Escherichia coli (strain K12) GN=ybhB PE=1 SV=2,ybhB,17056.26895,2,153.91,0.33,0.27,0.33,0.44,0.36,0.01,0.03,0.03,0.00,0.02,67,47,58,75,75,137,43.42,74.07,35.69,9.94,50.84,6.76,73768.01,123951.02,43394.90,144213.20,77204.49,40770.16,70129.80,46718.40,109830.94,94878.41,118196.71,80476.04,129409.47,71501.00,41239.16,144223.73,207430.62,203477.08,73768.01,124515.58,53743.06,157070.08,61741.12,37382.35,73219.17,72094.75,129213.29,98367.56,101579.87,83926.65,150688.80,80236.01,56989.42,216579.90,224712.62,246558.90,73768.01,61741.12,73219.17,98367.56,80236.01,224712.62
P65367,Uncharacterized protein yqcA OS=Escherichia coli (strain K12) GN=yqcA PE=3 SV=1,yqcA,16245.97352,2,69.85,0.79,0.65,1.18,0.69,1.00,0.93,0.42,0.49,0.78,0.48,156,166,131,113,204,132,37.30,17.32,21.79,25.10,17.68,32.49,121531.92,256215.17,139559.58,118950.92,175700.63,195126.27,246728.81,185781.40,156443.11,137404.08,255688.32,143142.64,224759.21,193314.02,133097.15,78746.61,212458.51,179488.53,121531.92,257382.16,172839.65,129555.62,140509.38,178912.19,257597.76,286693.55,184051.33,142457.10,219742.04,149280.24,261717.29,216930.47,183930.26,118253.32,230159.41,217491.30,172839.65,140509.38,257597.76,149280.24,216930.47,217491.30
P15070,Flagellar motor switch protein FliN OS=Escherichia coli (strain K12) GN=fliN PE=3 SV=1,fliN,14827.56957,2,151.5,3.86,2.64,3.35,2.91,0.17,0.00,0.00,0.03,0.00,0.01,729,451,517,463,34,127,21.77,5.13,23.32,8.36,70.40,26.05,390844.44,574511.04,481571.32,357948.19,535238.53,430772.25,498378.63,213453.58,425240.74,419515.82,573449.77,404923.14,53360.66,23001.63,11472.85,142181.67,121795.33,123245.73,390844.44,577127.76,596409.22,389859.93,428035.06,394977.09,520333.32,329396.62,500284.87,434943.46,492830.59,422285.23,62134.97,25811.66,15854.61,213513.36,131942.66,149340.32,577127.76,394977.09,500284.87,434943.46,25811.66,149340.32
P0ABV6,Protein tolR OS=Escherichia coli (strain K12) GN=tolR PE=1 SV=1,tolR,15355.37553,2,97.12,0.68,1.02,0.88,1.56,0.68,0.52,0.98,0.50,0.01,0.01,127,117,199,246,132,126,59.26,11.43,86.79,6.81,11.90,7.60,227087.71,100461.26,63107.00,157163.65,170376.09,165667.16,124613.04,624.92,132568.14,200751.23,269551.49,227254.14,78429.69,102917.51,72772.58,96235.43,136875.70,137218.07,227087.71,100918.83,78155.82,171175.08,136251.29,151900.99,130102.52,964.37,155963.03,208133.83,231656.25,236998.23,91326.20,115490.56,100566.24,144516.17,148279.45,166270.99,100918.83,151900.99,130102.52,231656.25,100566.24,148279.45
P0ABN5,Anaerobic C4-dicarboxylate transporter dcuA OS=Escherichia coli (strain K12) GN=dcuA PE=1 SV=1,dcuA,45702.83333,2,101.15,2.06,2.16,1.04,0.76,2.39,0.00,0.00,0.81,0.52,0.00,383,138,416,118,462,125,26.02,2.62,20.33,37.98,34.46,10.00,485347.38,480858.87,598343.88,457053.58,635140.33,571829.40,293912.94,159233.70,174132.02,291402.32,207117.26,146155.81,450487.93,501820.24,685475.16,173776.43,217090.48,176360.04,485347.38,483049.03,741027.95,497800.75,507927.43,524313.05,306860.45,245725.76,204861.87,302118.60,177999.41,152422.60,524563.51,563125.74,947275.16,260959.03,235177.29,213700.42,485347.38,507927.43,245725.76,177999.41,563125.74,235177.29
P52007,Protein yecM OS=Escherichia coli (strain K12) GN=yecM PE=1 SV=3,yecM,21173.77695,2,76.44,1.01,0.75,0.95,1.00,0.91,0.77,0.02,0.80,0.54,0.38,186,125,144,156,174,125,20.27,11.74,38.96,12.15,21.14,3.72,215275.23,322693.62,238411.27,231307.89,274189.64,218083.09,225710.42,180148.92,405020.57,266112.97,342092.85,333099.56,168417.85,236347.59,218585.17,183120.81,270277.05,242741.31,215275.23,324163.39,295264.01,251929.41,219271.92,199961.41,235653.46,278001.63,476496.35,275899.24,293999.28,347382.04,196111.49,265221.29,302068.29,274991.43,292795.08,294136.48,295264.01,219271.92,278001.63,293999.28,265221.29,292795.08
P25746,High frequency lysogenization protein hflD OS=Escherichia coli (strain K12) GN=hflD PE=1 SV=1,hflD,22915.1599,2,109.53,1.03,1.31,0.83,1.25,0.95,0.80,0.07,0.37,0.06,0.51,189,109,248,193,182,124,16.66,21.39,21.17,9.04,14.09,12.75,329156.62,355641.63,206637.32,383224.93,644810.15,365389.09,264055.90,118336.68,225857.10,406396.77,409630.27,381897.72,261162.64,341634.07,218372.81,212856.13,301205.61,211913.67,329156.62,357261.47,255913.09,417390.15,515660.47,335026.97,275688.14,182614.42,265715.11,421341.96,352041.86,398272.54,304106.69,383370.23,301774.82,319644.77,326300.44,256781.76,329156.62,417390.15,265715.11,398272.54,304106.69,319644.77
P0A843,Sec-independent protein translocase protein tatE OS=Escherichia coli (strain K12) GN=tatE PE=1 SV=1,tatE,7001.88159,2,135.52,0.62,1.72,1.17,2.03,0.60,0.15,0.00,0.42,0.00,0.04,113,152,326,311,114,123,65.42,0.85,13.52,6.52,31.07,9.62,117607.28,89253.42,16891.41,225706.62,310969.63,272587.78,144524.91,127742.27,143595.32,293882.37,340580.81,256837.04,52128.23,102560.32,62854.49,110416.05,127780.29,119195.77,117607.28,89659.94,20919.42,245828.78,248685.21,249937.01,150891.55,197128.90,168936.23,304689.86,292699.82,267849.57,60699.89,115089.73,86860.19,165811.12,138426.26,144432.87,89659.94,248685.21,168936.23,292699.82,86860.19,144432.87
P39337,Uncharacterized N-acetyltransferase YjgM OS=Escherichia coli (strain K12) GN=yjgM PE=3 SV=2,yjgM,18592.28007,2,111.89,0.38,0.39,0.91,0.89,0.42,0.00,0.00,0.48,0.30,0.00,69,118,74,136,79,122,5.10,12.03,8.37,8.50,14.31,8.30,73108.80,76555.12,65377.33,58915.77,100523.40,86002.92,156374.87,124974.21,155215.27,158048.23,226070.13,171252.63,72353.68,71511.85,75377.81,133196.81,165823.55,174984.64,73108.80,76903.80,80967.53,64168.22,80389.47,78856.48,163263.52,192857.30,182606.80,163860.43,194287.76,178595.52,84251.09,80248.18,104166.47,200020.86,179639.07,212033.80,76903.80,78856.48,182606.80,178595.52,84251.09,200020.86
P0C960,Endo-type membrane-bound lytic murein transglycosylase A OS=Escherichia coli (strain K12) GN=emtA PE=1 SV=1,emtA,22194.43952,2,132.16,0.40,0.29,0.94,0.42,0.69,0.00,0.00,0.63,0.00,0.01,72,120,53,63,128,120,25.05,25.96,28.96,13.75,14.23,7.95,193230.45,121225.51,110293.00,133786.43,120592.42,102754.62,201770.61,206872.36,327867.15,116206.74,166669.31,152477.53,201013.12,209924.31,131224.58,247662.48,293545.43,279020.47,193230.45,121777.66,136594.02,145713.74,96438.84,94216.20,210659.05,319240.64,385727.32,120480.23,143237.89,159015.38,234066.53,235569.98,181342.50,371913.26,318002.06,338096.94,136594.02,96438.84,319240.64,143237.89,234066.53,338096.94
P0AAY6,Uncharacterized protein ybjN OS=Escherichia coli (strain K12) GN=ybjN PE=4 SV=1,ybjN,17636.61984,2,93.27,1.74,2.28,1.07,1.29,2.34,0.01,0.00,0.42,0.07,0.00,307,134,418,192,429,119,13.77,23.38,9.12,15.35,8.40,23.66,362454.44,283049.44,235699.25,492514.12,478854.82,383080.16,171260.82,113507.25,175374.39,195317.25,251982.39,258233.04,336750.66,302532.06,286584.19,111770.68,167820.70,93112.55,362454.44,284338.64,291905.26,536422.66,382944.50,351248.00,178805.24,175161.76,206323.48,202500.02,216557.12,269305.43,392123.95,339491.27,396037.81,167845.36,181802.61,112827.10,291905.26,382944.50,178805.24,216557.12,392123.95,167845.36
P39334,Uncharacterized HTH-type transcriptional regulator yjgJ OS=Escherichia coli (strain K12) GN=yjgJ PE=4 SV=2,yjgJ,21469.82323,2,98.79,0.78,0.73,0.85,0.88,0.99,0.98,0.77,0.75,0.70,0.64,136,106,133,129,179,118,19.88,27.78,29.56,6.70,25.23,29.09,254560.77,192527.67,141959.12,138110.07,321551.09,199663.94,202934.58,79562.77,189594.41,207452.90,282577.20,209615.51,255407.60,219145.43,127883.71,94469.30,230655.78,205620.75,254560.77,193404.57,175811.39,150422.83,257147.30,183072.80,211874.30,122779.42,223052.98,215081.95,242850.72,218603.30,297405.32,245917.61,176725.68,141863.98,249872.77,249156.44,193404.57,183072.80,211874.30,218603.30,245917.61,249156.44
P76346,Protein mtfA OS=Escherichia coli (strain K12) GN=mtfA PE=1 SV=2,mtfA,30242.07969,2,113.69,3.28,1.41,1.15,2.05,2.43,0.04,0.57,0.43,0.02,0.00,542,135,241,285,418,111,54.44,30.88,9.97,28.63,10.93,8.82,299074.20,684336.31,832233.68,149653.29,369163.34,328782.38,256544.06,155646.49,186690.51,414432.59,667374.85,308333.29,456450.04,454197.58,310935.35,158647.31,193420.54,166741.61,299074.20,687453.26,1030692.28,162995.16,295223.24,301462.11,267845.40,240190.05,219636.62,429673.29,573551.09,321553.85,531505.99,509685.20,429689.29,238239.71,209535.29,202045.50,687453.26,295223.24,240190.05,429673.29,509685.20,209535.29
P33018,S-formylglutathione hydrolase yeiG OS=Escherichia coli (strain K12) GN=yeiG PE=1 SV=1,yeiG,31221.06729,2,133.45,0.36,0.43,1.11,0.66,0.40,0.00,0.00,0.32,0.00,0.00,59,130,73,92,69,110,4.34,6.20,17.98,6.30,15.55,4.01,122979.39,132960.48,106168.73,143469.87,207793.62,160078.64,386391.16,250731.43,451902.50,253149.40,280850.40,222755.80,125845.19,158088.07,94855.54,252258.15,322723.76,300102.00,122979.39,133566.07,131486.25,156260.48,166174.42,146776.85,403412.54,386922.93,531651.75,262458.94,241366.68,232307.01,146538.43,177401.10,131083.23,378814.54,349611.37,363642.03,131486.25,156260.48,403412.54,241366.68,146538.43,363642.03
P76273,Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rsmF PE=1 SV=2,rsmF,53175.97166,2,43.26,0.36,0.23,0.89,0.24,0.47,0.01,0.00,0.51,0.00,0.03,59,103,39,33,79,109,35.59,28.03,79.34,20.32,33.97,7.40,108936.38,194142.37,188506.75,72379.11,176170.87,135938.31,515784.96,20176.58,407997.84,159809.29,151179.83,106861.28,332760.41,180580.08,183348.98,316055.78,499543.35,446493.24,108936.38,195026.63,233459.02,78831.85,140885.43,124642.47,538506.43,31136.03,479999.04,165686.26,129926.01,111443.22,387477.57,202640.87,253374.51,474619.07,541162.61,541028.42,195026.63,124642.47,479999.04,129926.01,253374.51,541028.42
P78055,Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) GN=fsaA PE=1 SV=2,fsaA,22964.16327,2,93.08,0.34,0.27,0.84,0.56,0.38,0.00,0.00,0.82,0.23,0.01,55,97,45,76,64,108,15.15,18.05,38.69,38.50,20.38,29.92,103830.65,117952.81,70448.47,97676.86,102123.66,83565.38,247619.20,122187.38,343090.63,165935.94,188300.95,296959.48,133764.72,95336.37,84560.97,146211.97,373919.93,252642.62,103830.65,118490.05,87247.97,106384.93,81669.21,76621.49,258527.38,188556.73,403637.36,172038.21,161828.41,309692.36,155760.21,106983.26,116856.90,219565.63,405072.92,306134.17,103830.65,81669.21,258527.38,172038.21,116856.90,306134.17
P0A9U6,HTH-type transcriptional regulator puuR OS=Escherichia coli (strain K12) GN=puuR PE=1 SV=1,puuR,20061.16312,2,67.34,0.40,0.58,0.68,0.66,0.65,0.23,0.21,0.52,0.29,0.73,63,77,95,88,107,107,94.90,79.03,83.03,14.15,56.38,31.39,3622.16,152650.03,64354.08,7456.48,145902.67,145438.27,206531.77,9240.77,116219.79,150300.26,137169.23,126836.45,238386.03,116640.63,71467.08,151973.06,186239.46,97637.32,3622.16,153345.31,79700.28,8121.24,116679.67,133353.03,215629.95,14260.15,136729.61,155827.53,117885.12,132274.88,277584.82,130890.18,98762.13,228217.03,201755.93,118309.88,79700.28,116679.67,136729.61,132274.88,130890.18,201755.93
P0AG96,Preprotein translocase subunit SecE OS=Escherichia coli (strain K12) GN=secE PE=1 SV=1,secE,13616.70772,2,112.17,1.10,1.62,1.01,1.61,1.26,0.67,0.00,0.82,0.02,0.23,174,114,265,214,207,106,36.41,2.91,11.20,16.73,19.83,9.32,331749.71,160268.28,178403.44,297963.42,385203.88,353021.28,231078.47,131518.62,167609.09,311323.21,426052.47,250031.97,216906.63,179543.47,218055.46,151211.95,184854.61,156734.59,331749.71,160998.25,220946.41,324527.42,308051.01,323686.86,241257.99,202956.48,197187.81,322772.08,366155.33,260752.71,252573.48,201477.62,301336.26,227074.08,200255.70,189919.71,220946.41,323686.86,202956.48,322772.08,252573.48,200255.70
P0A8Z3,Acyl-CoA thioester hydrolase YbgC OS=Escherichia coli (strain K12) GN=ybgC PE=1 SV=1,ybgC,15533.91918,2,83.22,0.11,0.19,0.75,0.54,0.07,0.00,0.00,0.55,0.01,0.00,16,79,29,68,10,100,24.66,5.58,23.60,9.22,50.52,12.48,20657.20,15023.99,20240.02,32457.70,41070.58,40013.08,124626.54,128529.09,119047.19,112018.99,113660.08,97544.64,9470.50,11347.07,19141.73,124991.43,141325.88,160703.66,20657.20,15092.42,25066.56,35351.37,32844.51,36688.18,130116.62,198343.11,140055.98,116138.48,97681.03,101727.10,11027.77,12733.29,26452.44,187698.89,153100.39,194729.14,20657.20,35351.37,140055.98,101727.10,12733.29,187698.89
P0A8H8,UPF0243 zinc-binding protein yacG OS=Escherichia coli (strain K12) GN=yacG PE=1 SV=1,yacG,7283.40821,2,33.03,1.78,2.47,1.47,0.89,2.35,0.03,0.00,0.18,0.74,0.00,256,151,369,108,353,97,41.03,15.67,19.69,4.01,9.78,14.77,276407.95,127726.91,131121.83,254842.57,257154.69,246608.35,128957.89,89360.79,80438.22,78409.55,98077.82,74592.99,167270.64,211146.60,155684.38,61784.16,65019.20,75500.49,276407.95,128308.67,162389.80,277562.26,205648.91,226116.35,134638.77,137899.50,94633.51,81293.05,84289.42,77791.35,194775.64,236941.59,215144.12,92780.90,70436.25,91486.06,162389.80,226116.35,134638.77,81293.05,215144.12,91486.06
P52096,Uncharacterized protein yaeR OS=Escherichia coli (strain K12) GN=yaeR PE=4 SV=1,yaeR,14709.3447,2,90.43,0.16,0.49,0.90,1.20,0.52,0.11,0.00,0.42,0.07,0.03,23,89,70,140,76,94,125.26,24.93,30.14,4.83,31.03,10.34,3460.69,21481.47,85530.90,39662.74,90095.39,69922.52,113353.68,83665.27,58981.85,147970.06,196044.74,151504.61,90994.98,53428.11,50107.94,98224.16,122007.77,99031.67,3460.69,21579.31,105927.03,43198.75,72050.10,64112.29,118347.17,129110.31,69390.64,153411.64,168483.54,158000.75,105957.66,59955.22,69245.41,147502.63,132172.80,119999.46,21579.31,64112.29,118347.17,158000.75,69245.41,132172.80
P37613,Uncharacterized protein yhhK OS=Escherichia coli (strain K12) GN=yhhK PE=1 SV=1,yhhK,14478.34645,2,87.02,1.81,2.04,0.71,0.91,2.56,0.10,0.79,0.17,0.38,0.00,251,70,292,107,368,93,57.16,62.96,10.38,21.66,6.09,25.13,178575.65,237853.83,412235.70,246339.35,68318.44,301601.23,89821.00,67273.24,71660.39,116221.88,101087.55,129526.09,300260.20,276293.63,243998.68,72895.54,121617.17,147168.68,178575.65,238937.18,510539.48,268300.96,54634.87,276539.58,93777.81,103814.50,84306.62,120495.92,86876.02,135079.85,349633.22,310047.38,337187.84,109466.80,131749.66,178328.43,238937.18,268300.96,93777.81,120495.92,337187.84,131749.66
P69801,Mannose permease IIC component OS=Escherichia coli (strain K12) GN=manY PE=1 SV=1,manY,27599.68299,2,80.56,2.26,1.35,2.18,1.55,2.98,0.55,0.92,0.48,0.53,0.84,293,202,181,169,402,87,36.98,73.83,9.62,24.92,71.98,90.94,141886.34,138801.10,53641.95,164422.27,44141.09,90680.20,140104.75,87425.26,102474.71,138346.10,111177.50,91268.97,161126.54,19756.25,133045.19,22415.03,57036.58,166687.42,141886.34,139433.30,66433.68,179080.82,35300.02,83145.10,146276.68,134912.64,120558.87,143433.76,95547.47,95182.36,187621.24,22169.80,183858.46,33660.51,61788.56,201979.84,139433.30,83145.10,134912.64,95547.47,183858.46,61788.56
P0ADC6,Lipopolysaccharide export system permease protein lptG OS=Escherichia coli (strain K12) GN=lptG PE=1 SV=1,lptG,39574.75967,2,159.39,0.76,1.31,0.67,1.37,0.99,0.45,0.16,0.30,0.13,0.67,89,56,160,136,122,79,5.51,27.44,26.11,15.80,42.48,27.85,293106.25,261868.41,229528.89,572468.79,443971.45,533088.76,239108.01,168036.38,131556.58,495891.84,626088.52,379358.55,502442.36,220803.31,269101.07,249212.31,375416.84,190073.09,293106.25,263061.14,284263.50,623505.44,355047.96,488791.58,249641.25,259309.85,154772.95,514128.20,538069.05,395624.50,585061.02,247778.02,371877.45,374240.63,406694.55,230316.91,284263.50,488791.58,249641.25,514128.20,371877.45,374240.63
P37194,Outer membrane protein slp OS=Escherichia coli (strain K12) GN=slp PE=1 SV=1,slp,20932.71853,2,82.06,0.03,0.01,0.07,0.19,0.02,0.00,0.00,0.09,0.04,0.06,4,6,2,19,3,79,47.74,26.68,97.26,50.72,155.21,51.28,1737.64,4697.78,4108.34,2642.20,2775.34,1826.73,10037.69,3786.42,33082.06,27382.30,15966.37,40502.27,55739.18,2922.64,1131.51,35726.97,164368.12,122982.11,1737.64,4719.18,5088.04,2877.75,2219.46,1674.94,10479.88,5843.12,38920.19,28389.28,13721.72,42238.90,64904.60,3279.69,1563.66,53650.98,178062.38,149020.89,4719.18,2219.46,10479.88,28389.28,3279.69,149020.89
P19934,Protein tolA OS=Escherichia coli (strain K12) GN=tolA PE=1 SV=1,tolA,43112.47725,2,139.54,0.92,1.07,1.14,1.74,0.85,0.52,0.46,0.88,0.03,0.19,106,94,128,169,102,78,23.52,2.97,15.67,16.70,25.28,14.29,215810.04,286197.63,282096.08,305499.91,414843.14,381302.47,348343.51,229311.92,229363.34,541231.92,473779.92,520559.42,226910.03,258774.20,125538.95,182751.61,336499.62,257043.51,215810.04,287501.18,349366.12,332735.79,331753.79,349618.02,363688.82,353868.84,269840.11,561135.65,407172.95,542879.71,264221.78,290387.67,173485.39,274437.00,364534.96,311466.85,287501.18,332735.79,353868.84,542879.71,264221.78,311466.85
P0AAX3,Uncharacterized protein YbiJ OS=Escherichia coli (strain K12) GN=ybiJ PE=3 SV=1,ybiJ,8544.38689,2,128.57,0.14,2.25,1.95,5.93,0.22,0.00,0.01,0.06,0.00,0.03,15,155,259,556,25,75,25.86,15.62,22.07,21.99,73.09,21.66,11454.92,9795.85,5415.86,151272.37,198723.28,133015.22,107144.25,112772.11,117502.13,404700.98,408801.07,518970.35,13179.47,9308.99,29367.41,58718.80,65276.97,47093.68,11454.92,9840.47,6707.35,164758.58,158920.79,121962.28,111864.19,174027.31,138238.26,419583.81,351329.24,541222.50,15346.63,10446.23,40583.56,88177.68,70715.49,57064.73,9840.47,158920.79,138238.26,419583.81,15346.63,70715.49
