# Generated by Mia G and Nora V on Nov 8 2024 based on Gupta et al 2024 carbon limited growth conditions 
# Table S1 https://doi.org/10.1038/s41467-024-49920-8
# The following uniprot ids were manually identified as they resulted in no ecocyc monomer if found through API
# {'P06710':'EG10245-MONOMER', 'P32132':'EG11837-MONOMER', 'P75960':'G6577-MONOMER'}
monomer_id	uniprot_id	half_life (units.min)	notes	assignment
G7321-MONOMER	P76576	661.1944451999999	consistent	C-lim12_1
G7502-MONOMER	P76641	626.0879160000001	consistent	C-lim12_1
G7590-MONOMER	P76658	662.3895102	consistent	C-lim12_1
G6896-MONOMER	P77148	553.2839605199999	consistent	C-lim12_1
G7199-MONOMER	P77182	605.5023659999999	consistent	C-lim12_1
DSBG-MONOMER	P77202	734.6431709999999	consistent	C-lim12_1
G6174-MONOMER	P77212	670.53537	consistent	C-lim12_1
G6326-MONOMER	P77213	582.40509	consistent	C-lim12_1
G6176-MONOMER	P77252	490.1346795	consistent	C-lim12_1
G6890-MONOMER	P77258	214.01809386000002	consistent	C-lim12_1
G6665-MONOMER	P77348	615.331089	consistent	C-lim12_1
GLY3KIN-MONOMER	P77364	677.1201305999999	consistent	C-lim12_1
G6268-MONOMER	P77395	682.7602626	consistent	C-lim12_1
G7168-MONOMER	P77398	678.7928874	consistent	C-lim12_1
G7212-MONOMER	P77399	724.0539888	consistent	C-lim12_1
G6285-MONOMER	P77425	494.03447916	consistent	C-lim12_1
G7242-MONOMER	P77434	517.3751921400001	consistent	C-lim12_1
G6906-MONOMER	P77444	529.57663476	consistent	C-lim12_1
G6318-MONOMER	P77485	797.3073126	consistent	C-lim12_1
DXS-MONOMER	P77488	701.8770528	consistent	C-lim12_1
G6959-MONOMER	P77493	618.779859	consistent	C-lim12_1
G6908-MONOMER	P77499	629.7907092	consistent	C-lim12_1
G6909-MONOMER	P77522	335.59901862	consistent	C-lim12_1
G6934-MONOMER	P77529	766.7681268	consistent	C-lim12_1
G6894-MONOMER	P77552	174.19147062000002	consistent	C-lim12_1
G6189-MONOMER	P77554	623.4127032	consistent	C-lim12_1
G6853-MONOMER	P77559	719.3136366	consistent	C-lim12_1
G6791-MONOMER	P77561	234.85155791999998	consistent	C-lim12_1
G6201-MONOMER	P77569	239.74495302000003	consistent	C-lim12_1
G6880-MONOMER	P77570	606.0166812	consistent	C-lim12_1
SUCCORNTRANSAM-MONOMER	P77581	447.25421574	consistent	C-lim12_1
G7265-MONOMER	P77619	677.035407	consistent	C-lim12_1
G7187-MONOMER	P77625	622.1212661999999	consistent	C-lim12_1
G6745-MONOMER	P77626	629.219649	consistent	C-lim12_1
G6302-MONOMER	P77634	442.30980978	consistent	C-lim12_1
G6924-MONOMER	P77649	542.52222288	consistent	C-lim12_1
G6755-MONOMER	P77674	525.1382968800001	consistent	C-lim12_1
G6907-MONOMER	P77689	351.87539952	consistent	C-lim12_1
G7166-MONOMER	P77690	600.9487032000001	consistent	C-lim12_1
G6161-MONOMER	P77694	629.406069	consistent	C-lim12_1
G6244-MONOMER	P77712	498.96840108000004	consistent	C-lim12_1
THII-MONOMER	P77718	462.61616724	consistent	C-lim12_1
G6750-MONOMER	P77730	660.8219148	consistent	C-lim12_1
G6236-MONOMER	P77735	558.4500965999999	consistent	C-lim12_1
OPPF-MONOMER	P77737	622.450689	consistent	C-lim12_1
G6930-MONOMER	P77739	597.97150506	consistent	C-lim12_1
MALTACETYLTRAN-MONOMER	P77791	396.46057188	consistent	C-lim12_1
G6865-MONOMER	P77804	759.8999454	consistent	C-lim12_1
G7162-MONOMER	P77808	639.9049932	consistent	C-lim12_1
G7558-MONOMER	Q46851	741.1241598	consistent	C-lim12_1
G7564-MONOMER	Q46856	732.7919394	consistent	C-lim12_1
MONOMER0-148	Q46857	781.1966268	consistent	C-lim12_1
G7566-MONOMER	Q46858	686.2906008	consistent	C-lim12_1
YGIS-MONOMER	Q46863	688.0113630000001	consistent	C-lim12_1
G7423-MONOMER	Q46893	686.5777428	consistent	C-lim12_1
G7452-MONOMER	Q46920	572.35101666	consistent	C-lim12_1
G7456-MONOMER	Q46927	608.876601	consistent	C-lim12_1
G7463-MONOMER	Q46938	643.2629969999999	consistent	C-lim12_1
G7464-MONOMER	Q46939	230.92027602	consistent	C-lim12_1
HMP-KIN-MONOMER	Q46948	591.8131845	consistent	C-lim12_1
ACYLCOADEHYDROG-MONOMER	Q47146	195.40524023999998	consistent	C-lim12_1
G6107-MONOMER	Q47147	823.3777758	consistent	C-lim12_1
SAPA-MONOMER	Q47622	664.3698684	consistent	C-lim12_1
B0260-MONOMER	Q47689	442.59210138	consistent	C-lim12_1
MONOMER0-4382	Q59385	602.3702304	consistent	C-lim12_1
GALACTONATE-DEHYDRATASE-MONOMER	Q6BF17	384.46853586	consistent	C-lim12_1
BETAGALACTOSID-MONOMER	P00722	635.176419	consistent	C-lim12_1
PD00360	P03030	708.6911634	consistent	C-lim12_1
ARAG-MONOMER	P0AAF3	391.3818228	consistent	C-lim12_1
G6264-MONOMER	P0AAS3	706.7090195999999	consistent	C-lim12_1
FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN	P0ABX2	129.84679104	consistent	C-lim12_1
TRKH-MONOMER	P0AFZ7	840.7414547999999	consistent	C-lim12_1
G6718-MONOMER	P0C7L2	310.44810204	consistent	C-lim12_1
GKI-MONOMER	P23524	571.81005852	consistent	C-lim12_1
EG10780-MONOMER	P23857	221.95575498	consistent	C-lim12_1
EG11338-MONOMER	P25738	451.42278606	consistent	C-lim12_1
CARNRACE-MONOMER	P31551	544.0805415	consistent	C-lim12_1
EG11913-MONOMER	P32677	511.47923045999994	consistent	C-lim12_1
EG12110-MONOMER	P34209	711.0370272	consistent	C-lim12_1
G7597-MONOMER	P42589	548.6863540200001	consistent	C-lim12_1
G7643-MONOMER	P45465	194.49147486	consistent	C-lim12_1
G7721-MONOMER	P45537	819.4299983999999	consistent	C-lim12_1
EG13217-MONOMER	P46890	283.38148284	consistent	C-lim12_1
YNEA-MONOMER	P76142	609.9988686	consistent	C-lim12_1
UGD-MONOMER	P76373	405.92612766	consistent	C-lim12_1
G6619-MONOMER	P77335	447.31042866	consistent	C-lim12_1
B0427-MONOMER	P77726	754.0368923999999	consistent	C-lim12_1
G7488-MONOMER	Q46802	184.66553148	consistent	C-lim12_1
G7493-MONOMER	Q46807	438.70958496	consistent	C-lim12_1
BETA-GLUCURONID-MONOMER	P05804	589.2749208600001	consistent	C-lim12_1
EG10739-MONOMER	P07000	753.8537699999999	consistent	C-lim12_1
GLPT-MONOMER	P08194	763.0336794	consistent	C-lim12_1
RIBULOKIN-MONOMER	P08204	386.46613812	consistent	C-lim12_1
YBBA-MONOMER	P0A9T8	746.3184246	consistent	C-lim12_1
EXUT-MONOMER	P0AA78	596.57062248	consistent	C-lim12_1
FUCPALDOL-MONOMER	P0AB87	475.46049311999997	consistent	C-lim12_1
G369-MONOMER	P0AEM4	59.67068868	consistent	C-lim12_1
G7545-MONOMER	P0AEP9	346.23702972	consistent	C-lim12_1
YJCH-MONOMER	P0AF54	558.3020472000001	consistent	C-lim12_1
YEJB-MONOMER	P0AFU0	906.9256356000001	consistent	C-lim12_1
XYLH-MONOMER	P0AGI4	568.92813972	consistent	C-lim12_1
EG12220-MONOMER	P0AGM0	707.5333523999999	consistent	C-lim12_1
G7631-MONOMER	P0C8K0	356.64424452000003	consistent	C-lim12_1
ICITDEHASE-KIN-PHOSPHA	P11071	649.7231256	consistent	C-lim12_1
FUCP-MONOMER	P11551	277.35186678	consistent	C-lim12_1
EG10144-MONOMER	P17411	613.3606632	consistent	C-lim12_1
EG10747-MONOMER	P21189	527.1834065999999	consistent	C-lim12_1
EG11309-MONOMER	P25906	680.2031664	consistent	C-lim12_1
EG11516-MONOMER	P29013	137.25791256	consistent	C-lim12_1
EG11644-MONOMER	P31130	466.84605078	consistent	C-lim12_1
G6198-MONOMER	P31660	257.11142034	consistent	C-lim12_1
EG12279-MONOMER	P37672	645.0524556	consistent	C-lim12_1
LYXK-MONOMER	P37677	483.79662486000007	consistent	C-lim12_1
SGCA-MONOMER	P39363	408.33381815999996	consistent	C-lim12_1
G7916-MONOMER	P39367	642.4119156	consistent	C-lim12_1
G7699-MONOMER	P45771	524.49264996	consistent	C-lim12_1
G6548-MONOMER	P52107	419.13753984	consistent	C-lim12_1
G6805-MONOMER	P64461	246.9580152	consistent	C-lim12_1
G7491-MONOMER	P65807	568.67310258	consistent	C-lim12_1
EG11508-MONOMER	P68191	131.83212605999998	consistent	C-lim12_1
G6719-MONOMER	P76085	78.5233131	consistent	C-lim12_1
G6738-MONOMER	P76097	306.04418154	consistent	C-lim12_1
G6970-MONOMER	P76235	136.4768004	consistent	C-lim12_1
G7170-MONOMER	P76473	839.8158335999999	consistent	C-lim12_1
G7290-MONOMER	P76555	372.80569176	consistent	C-lim12_1
G7295-MONOMER	P76559	708.9931086	consistent	C-lim12_1
G7160-MONOMER	P77215	496.14153869999996	consistent	C-lim12_1
YDEX-MONOMER	P77257	370.6042683	consistent	C-lim12_1
G7194-MONOMER	P77526	615.6140868	consistent	C-lim12_1
G6196-MONOMER	P77541	374.2108722	consistent	C-lim12_1
YDEY-MONOMER	P77672	504.84665106	consistent	C-lim12_1
G6195-MONOMER	P77743	371.43439242	consistent	C-lim12_1
YDCT-MONOMER	P77795	612.7835808	consistent	C-lim12_1
G7485-MONOMER	Q46799	271.65413646	consistent	C-lim12_1
G7487-MONOMER	Q46801	224.19263424	consistent	C-lim12_1
EG50004-MONOMER	P0AFW2	6.1653519	consistent	C-lim12_1
EG12446-MONOMER	P11289	522.98684994	consistent	C-lim12_1
TREHALOSEPHOSPHASYN-MONOMER	P31678	376.43134482	consistent	C-lim12_1
G7217-MONOMER	P37327	774.1922316	consistent	C-lim12_1
G7912-MONOMER	P39360	165.890085	consistent	C-lim12_1
G7919-MONOMER	P39370	561.65779914	consistent	C-lim12_1
G7023-MONOMER	P52005	532.70664216	consistent	C-lim12_1
G6761-MONOMER	P76114	805.2288546	consistent	C-lim12_1
G6915-MONOMER	P76196	333.58295364	consistent	C-lim12_1
G7417-MONOMER	Q46888	163.9163406	consistent	C-lim12_1
G7446-MONOMER	Q46915	511.45723164	consistent	C-lim12_1
YIDT-MONOMER	P0AA76	455.65718622	consistent	C-lim12_1
GLTK-MONOMER	P0AER5	833.7429810000001	consistent	C-lim12_1
POTH-MONOMER	P31135	791.1313253999999	consistent	C-lim12_1
HCAT-MONOMER	Q47142	633.219834	consistent	C-lim12_1
ASPAMINOTRANS-MONOMER	P00509	618.5261598000001	consistent	C-lim12_2
MTLA-MONOMER	P00550	763.0719264	consistent	C-lim12_2
ASPKINIHOMOSERDEHYDROGI-MONOMER	P00561	826.4488866	consistent	C-lim12_2
ASPKINIIHOMOSERDEHYDROGII-MONOMER	P00562	586.76374386	consistent	C-lim12_2
AROH-MONOMER	P00887	642.6906978000001	consistent	C-lim12_2
AROF-MONOMER	P00888	254.47171272	consistent	C-lim12_2
ACETOLACTSYNIII-ICHAIN-MONOMER	P00893	680.9208426	consistent	C-lim12_2
ACETOLACTSYNIII-HCHAIN-MONOMER	P00894	654.7779858	consistent	C-lim12_2
THRESYN-MONOMER	P00934	752.5908726	consistent	C-lim12_2
ADENYLATECYC-MONOMER	P00936	108.8689902	consistent	C-lim12_2
MANNPISOM-MONOMER	P00946	660.1508795999999	consistent	C-lim12_2
GLNS-MONOMER	P00962	689.6926205999999	consistent	C-lim12_2
ASNSYNA-MONOMER	P00963	332.75191884000003	consistent	C-lim12_2
EG10876-MONOMER	P02413	564.7714776	consistent	C-lim12_2
EG11009-MONOMER	P02930	775.4064960000001	consistent	C-lim12_2
MONOMER0-282	P02932	804.6470622	consistent	C-lim12_2
PD03831	P03004	321.3517245	consistent	C-lim12_2
PD00763	P03023	535.0292634	consistent	C-lim12_2
GLUTATHIONE-SYN-MONOMER	P04425	633.6154326	consistent	C-lim12_2
GLURS-MONOMER	P04805	792.1404714	consistent	C-lim12_2
EG11072-MONOMER	P04994	685.8812171999999	consistent	C-lim12_2
EG10986-MONOMER	P05100	311.32046177999996	consistent	C-lim12_2
EG10048-MONOMER	P05637	431.29826244000003	consistent	C-lim12_2
TRG-MONOMER	P05704	392.03888796	consistent	C-lim12_2
EG10126-MONOMER	P06129	747.315513	consistent	C-lim12_2
EG11013-MONOMER	P06612	650.3459399999999	consistent	C-lim12_2
EG10270-MONOMER	P06616	390.9188892	consistent	C-lim12_2
PD03254	P06846	594.3641523	consistent	C-lim12_2
EG10226-MONOMER	P06966	489.19345109999995	consistent	C-lim12_2
FLIM-FLAGELLAR-C-RING-SWITCH	P06974	448.73481161999996	consistent	C-lim12_2
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	P06987	684.671679	consistent	C-lim12_2
EG10523-MONOMER	P06992	815.4907254	consistent	C-lim12_2
PNTA-MONOMER	P07001	891.8481605999999	consistent	C-lim12_2
GLUTSEMIALDEHYDROG-MONOMER	P07004	676.2257916	consistent	C-lim12_2
SDH-FE-S	P07014	726.8010737999999	consistent	C-lim12_2
USHA-MONOMER	P07024	786.5367294	consistent	C-lim12_2
APPA-MONOMER	P07102	723.4401606	consistent	C-lim12_2
PUTP-MONOMER	P07117	630.5597273999999	consistent	C-lim12_2
CHEB-MONOMER	P07330	347.7768501	consistent	C-lim12_2
GLYCOGEN-BRANCH-MONOMER	P07762	812.1773856000001	consistent	C-lim12_2
THREODEHYD-MONOMER	P07913	657.8409882000001	consistent	C-lim12_2
AIRS-MONOMER	P08178	682.9797372	consistent	C-lim12_2
EG10315-MONOMER	P08191	781.7604396	consistent	C-lim12_2
PHES-MONOMER	P08312	787.4364534	consistent	C-lim12_2
EG10626-MONOMER	P08337	555.1532481	consistent	C-lim12_2
EG11059-MONOMER	P08390	601.0088592	consistent	C-lim12_2
EG10968-MONOMER	P08395	620.5038366	consistent	C-lim12_2
PHOR-MONOMER	P08400	806.884677	consistent	C-lim12_2
PURK-MONOMER	P09029	596.55669774	consistent	C-lim12_2
EG11073-MONOMER	P09030	686.7299508	consistent	C-lim12_2
XYLULOKIN-MONOMER	P09099	655.153962	consistent	C-lim12_2
UDPGLUCEPIM-MONOMER	P09147	726.2308002	consistent	C-lim12_2
EG10858-MONOMER	P09155	629.0705484	consistent	C-lim12_2
EG10673-MONOMER	P09169	697.827075	consistent	C-lim12_2
EG10416-MONOMER	P09372	563.1141371399999	consistent	C-lim12_2
PUTA-MONOMER	P09546	257.50441182000003	consistent	C-lim12_2
EG10218-MONOMER	P09549	424.63717812	consistent	C-lim12_2
GLUSYNLARGE-MONOMER	P09831	531.17342778	consistent	C-lim12_2
MODC-MONOMER	P09833	715.2641993999999	consistent	C-lim12_2
EG10837-MONOMER	P09980	419.05327242	consistent	C-lim12_2
EG11061-MONOMER	P0A698	749.5002252	consistent	C-lim12_2
ACETATEKINA-MONOMER	P0A6A3	748.5251933999999	consistent	C-lim12_2
EG50003-MONOMER	P0A6A8	573.47255376	consistent	C-lim12_2
AROK-MONOMER	P0A6D7	328.13242056	consistent	C-lim12_2
AROL-MONOMER	P0A6E1	460.5027048	consistent	C-lim12_2
ATPC-MONOMER	P0A6E6	697.824063	consistent	C-lim12_2
CARBPSYN-SMALL	P0A6F1	593.6646727799999	consistent	C-lim12_2
EG10599-MONOMER	P0A6F5	766.997022	consistent	C-lim12_2
DIAMINOPIMEPIM-MONOMER	P0A6K1	606.1042332000001	consistent	C-lim12_2
EG11440-MONOMER	P0A6K3	394.83040434	consistent	C-lim12_2
DIHYDRODIPICSYN-MONOMER	P0A6L2	692.0048898	consistent	C-lim12_2
EG12131-MONOMER	P0A6L9	634.016061	consistent	C-lim12_2
EG11033-MONOMER	P0A6P1	706.0127196	consistent	C-lim12_2
G7319-MONOMER	P0A6P5	646.9175748	consistent	C-lim12_2
EG11203-MONOMER	P0A6P7	690.9885132	consistent	C-lim12_2
ENOLASE-MONOMER	P0A6P9	770.3040288000001	consistent	C-lim12_2
FLGI-FLAGELLAR-P-RING	P0A6S3	568.34538342	consistent	C-lim12_2
GLYC3PDEHYDROGBIOSYN-MONOMER	P0A6S7	725.664666	consistent	C-lim12_2
GALACTOKIN-MONOMER	P0A6T3	847.0338186	consistent	C-lim12_2
EG10376-MONOMER	P0A6U5	696.002736	consistent	C-lim12_2
GLYCOGENSYN-MONOMER	P0A6U8	706.551336	consistent	C-lim12_2
GLUC1PADENYLTRANS-MONOMER	P0A6V1	740.1705942	consistent	C-lim12_2
PHOSNACMURPENTATRANS-MONOMER	P0A6W3	744.5656248	consistent	C-lim12_2
EG10438-MONOMER	P0A6X3	783.243675	consistent	C-lim12_2
PD00348	P0A6Y1	378.77192058	consistent	C-lim12_2
EG12130-MONOMER	P0A6Z1	468.72058554	consistent	C-lim12_2
EG10505-MONOMER	P0A705	592.80644556	consistent	C-lim12_2
METHGLYSYN-MONOMER	P0A731	589.80926592	consistent	C-lim12_2
EG11433-MONOMER	P0A744	517.4965765200001	consistent	C-lim12_2
UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER	P0A749	611.182893	consistent	C-lim12_2
NUCLEOSIDE-DIP-KIN-MONOMER	P0A763	560.4282817200001	consistent	C-lim12_2
GLYCEROL-3-P-ACYLTRANSFER-MONOMER	P0A7A7	783.433767	consistent	C-lim12_2
EG11676-MONOMER	P0A7B8	670.6346562	consistent	C-lim12_2
UMPKI-MONOMER	P0A7E9	698.9949078	consistent	C-lim12_2
ASPCARBREG-MONOMER	P0A7F3	547.40839908	consistent	C-lim12_2
EG10834-MONOMER	P0A7H6	556.0357412999999	consistent	C-lim12_2
EG10761-MONOMER	P0A7I0	634.2498474	consistent	C-lim12_2
EG10880-MONOMER	P0A7K6	602.0253156	consistent	C-lim12_2
EG10881-MONOMER	P0A7L3	684.9286164	consistent	C-lim12_2
EG50002-MONOMER	P0A7L8	614.7331086	consistent	C-lim12_2
EG10910-MONOMER	P0A7R9	830.069598	consistent	C-lim12_2
EG10911-MONOMER	P0A7S3	756.0995646	consistent	C-lim12_2
EG10918-MONOMER	P0A7U3	582.45627372	consistent	C-lim12_2
EG10919-MONOMER	P0A7U7	673.0830102	consistent	C-lim12_2
EG10901-MONOMER	P0A7V0	594.6363288599999	consistent	C-lim12_2
EG10903-MONOMER	P0A7V8	632.3178342	consistent	C-lim12_2
RIB5PISOMA-MONOMER	P0A7Z0	570.13892334	consistent	C-lim12_2
EG10893-MONOMER	P0A7Z4	695.1082415999999	consistent	C-lim12_2
EG10924-MONOMER	P0A812	389.91373217999995	consistent	C-lim12_2
EG11003-MONOMER	P0A850	662.2020606	consistent	C-lim12_2
TRYPSYN-APROTEIN	P0A877	541.60112292	consistent	C-lim12_2
G7068-MONOMER	P0A8A2	587.11359684	consistent	C-lim12_2
EG11320-MONOMER	P0A8D0	560.57953098	consistent	C-lim12_2
G6550-MONOMER	P0A8D6	605.0960670000001	consistent	C-lim12_2
G6240-MONOMER	P0A8E7	655.4084718	consistent	C-lim12_2
EG11062-MONOMER	P0A8F8	381.33056418	consistent	C-lim12_2
EG11063-MONOMER	P0A8G0	480.23156783999997	consistent	C-lim12_2
G7525-MONOMER	P0A8I1	623.1523152	consistent	C-lim12_2
EG10844-MONOMER	P0A8J8	624.5267016	consistent	C-lim12_2
FUM-MEMB1	P0A8Q0	671.5064315999999	consistent	C-lim12_2
EG11879-MONOMER	P0A8R0	810.4090865999999	consistent	C-lim12_2
G7175-MONOMER	P0A8V0	628.4569656	consistent	C-lim12_2
RPOB-MONOMER	P0A8V2	671.6122793999999	consistent	C-lim12_2
G7678-MONOMER	P0A8W0	400.20713376	consistent	C-lim12_2
G6882-MONOMER	P0A8W2	683.9992116	consistent	C-lim12_2
G7188-MONOMER	P0A8W8	735.2717862	consistent	C-lim12_2
EG11124-MONOMER	P0A915	821.6383548	consistent	C-lim12_2
PGPPHOSPHAB-MONOMER	P0A924	935.7751086	consistent	C-lim12_2
EG10851-MONOMER	P0A948	557.12999556	consistent	C-lim12_2
SPERMACTRAN-MONOMER	P0A951	666.7479138	consistent	C-lim12_2
FABB-MONOMER	P0A953	679.8887166	consistent	C-lim12_2
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	P0A955	592.9406232599999	consistent	C-lim12_2
EG10242-MONOMER	P0A988	692.2091478	consistent	C-lim12_2
FRUCBISALD-CLASSI-MONOMER	P0A991	803.8092509999999	consistent	C-lim12_2
F16B-MONOMER	P0A993	540.70399506	consistent	C-lim12_2
PD00260	P0A9A9	585.70206948	consistent	C-lim12_2
ALDOSE1EPIM-MONOMER	P0A9C3	800.777517	consistent	C-lim12_2
PD00232	P0A9F3	649.1816466	consistent	C-lim12_2
PD00339	P0A9F6	683.4552648	consistent	C-lim12_2
ISOCIT-LYASE-MONOMER	P0A9G6	506.3427423	consistent	C-lim12_2
MONOMER0-185	P0A9G8	776.7347238	consistent	C-lim12_2
CHORISMUTPREPHENDEHYDRAT-MONOMER	P0A9J8	678.9638633999999	consistent	C-lim12_2
G7865-MONOMER	P0A9L3	652.3704378	consistent	C-lim12_2
EG10542-MONOMER	P0A9M0	685.6676886	consistent	C-lim12_2
E3-MONOMER	P0A9P0	804.3545742	consistent	C-lim12_2
CARBOXYL-TRANSFERASE-BETA-MONOMER	P0A9Q5	689.9860338	consistent	C-lim12_2
GLYCDEH-MONOMER	P0A9S5	728.9292678	consistent	C-lim12_2
LIVG-MONOMER	P0A9S7	724.0813284	consistent	C-lim12_2
G7462-MONOMER	P0A9T4	662.4214824	consistent	C-lim12_2
G6423-MONOMER	P0A9U3	610.4589497999999	consistent	C-lim12_2
EG12431-MONOMER	P0A9U6	336.27367949999996	consistent	C-lim12_2
YHBG-MONOMER	P0A9V1	699.1438314000001	consistent	C-lim12_2
EG10874-MONOMER	P0AA10	762.8576868	consistent	C-lim12_2
OMPR-MONOMER	P0AA16	625.6837704000001	consistent	C-lim12_2
EG11118-MONOMER	P0AA39	619.9612524	consistent	C-lim12_2
EG12044-MONOMER	P0AA43	542.7507186600001	consistent	C-lim12_2
G6158-MONOMER	P0AAA1	881.5479197999999	consistent	C-lim12_2
CYCA-MONOMER	P0AAE0	515.04007908	consistent	C-lim12_2
GLTL-MONOMER	P0AAG3	690.7390902	consistent	C-lim12_2
3-OXOACYL-ACP-SYNTHII-MONOMER	P0AAI5	744.9636684	consistent	C-lim12_2
EG12690-MONOMER	P0AAZ4	596.60757948	consistent	C-lim12_2
G6527-MONOMER	P0AB24	807.7749642	consistent	C-lim12_2
EG12404-MONOMER	P0AB52	829.9481802	consistent	C-lim12_2
EG12073-MONOMER	P0AB85	746.4465684	consistent	C-lim12_2
ATPA-MONOMER	P0ABB0	722.5937634000001	consistent	C-lim12_2
ATPD-MONOMER	P0ABB4	748.0636614	consistent	C-lim12_2
EG10113-MONOMER	P0ABD3	749.6385636	consistent	C-lim12_2
EG12052-MONOMER	P0ABM9	567.76004166	consistent	C-lim12_2
EG10230-MONOMER	P0ABS1	324.65462376	consistent	C-lim12_2
FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN	P0ABX5	465.67939770000004	consistent	C-lim12_2
FLIG-FLAGELLAR-SWITCH-PROTEIN	P0ABZ1	360.8143167	consistent	C-lim12_2
G7352-MONOMER	P0AC02	748.8190662	consistent	C-lim12_2
H2NEOPTERINALDOL-MONOMER	P0AC16	760.9592562	consistent	C-lim12_2
FUM-FE-S	P0AC47	748.510041	consistent	C-lim12_2
EG11929-MONOMER	P0AC51	620.4551046	consistent	C-lim12_2
GLYOXI-MONOMER	P0AC81	546.3747756600001	consistent	C-lim12_2
GLYOXII-MONOMER	P0AC84	474.46956918	consistent	C-lim12_2
EG10236-MONOMER	P0ACB0	573.95181732	consistent	C-lim12_2
PORPHOBILSYNTH-MONOMER	P0ACB2	649.1919306	consistent	C-lim12_2
EG12332-MONOMER	P0ACC3	246.15439368	consistent	C-lim12_2
NAG1P-URIDYLTRANS-MONOMER	P0ACC7	737.0825964	consistent	C-lim12_2
EG12172-MONOMER	P0ACE7	605.4580457999999	consistent	C-lim12_2
EG10467-MONOMER	P0ACF4	458.26530942	consistent	C-lim12_2
PD00288	P0ACF8	571.37098626	consistent	C-lim12_2
EG11554-MONOMER	P0ACG1	506.14869942	consistent	C-lim12_2
PD01196	P0ACK5	624.4131552	consistent	C-lim12_2
PD03576	P0ACL0	645.1108686	consistent	C-lim12_2
PD03270	P0ACL2	312.82613136	consistent	C-lim12_2
EG11088-MONOMER	P0ACL9	603.4946573999999	consistent	C-lim12_2
G7133-MONOMER	P0ACM5	523.7094972	consistent	C-lim12_2
PD04028	P0ACN7	665.2144734000001	consistent	C-lim12_2
EG12140-MONOMER	P0ACR2	631.8865494	consistent	C-lim12_2
G7821-MONOMER	P0ACS7	923.4485477999999	consistent	C-lim12_2
EG11139-MONOMER	P0AD05	612.0872790000001	consistent	C-lim12_2
EG12007-MONOMER	P0AD14	689.4549234	consistent	C-lim12_2
EG11371-MONOMER	P0AD42	556.87134696	consistent	C-lim12_2
PKI-MONOMER	P0AD61	701.6610798	consistent	C-lim12_2
EG10855-MONOMER	P0ADC1	794.7753546	consistent	C-lim12_2
G7874-MONOMER	P0ADE4	793.6021296	consistent	C-lim12_2
EG10983-MONOMER	P0ADG4	752.2388472	consistent	C-lim12_2
EG11474-MONOMER	P0ADP7	469.01263614	consistent	C-lim12_2
EG11853-MONOMER	P0ADQ2	602.5584954000001	consistent	C-lim12_2
EG11794-MONOMER	P0ADR6	630.3413046	consistent	C-lim12_2
EG11244-MONOMER	P0ADS6	789.3389964	consistent	C-lim12_2
EG12657-MONOMER	P0ADU2	637.9340184	consistent	C-lim12_2
YHBN-MONOMER	P0ADV1	645.0608927999999	consistent	C-lim12_2
G6242-MONOMER	P0ADY1	810.4667898	consistent	C-lim12_2
EG10883-MONOMER	P0ADZ0	639.9648366	consistent	C-lim12_2
EG10914-MONOMER	P0ADZ4	788.0884902	consistent	C-lim12_2
EG11096-MONOMER	P0ADZ7	712.1394750000001	consistent	C-lim12_2
AMP-NUCLEOSID-MONOMER	P0AE12	650.770962	consistent	C-lim12_2
EG10570-MONOMER	P0AE18	650.970957	consistent	C-lim12_2
ARTQ-MONOMER	P0AE34	719.8312776	consistent	C-lim12_2
G7876-MONOMER	P0AE48	545.22327594	consistent	C-lim12_2
EG10108-MONOMER	P0AE52	488.86145538000005	consistent	C-lim12_2
CPXR-MONOMER	P0AE88	715.5050772	consistent	C-lim12_2
G6993-MONOMER	P0AEB7	825.012159	consistent	C-lim12_2
DCUS-MONOMER	P0AEC8	738.632142	consistent	C-lim12_2
MONOMER0-1981	P0AED7	594.0024667800001	consistent	C-lim12_2
EG10211-MONOMER	P0AED9	398.624031	consistent	C-lim12_2
G7767-MONOMER	P0AEE1	720.9748451999999	consistent	C-lim12_2
EG10204-MONOMER	P0AEE8	617.6047361999999	consistent	C-lim12_2
EG10237-MONOMER	P0AEF0	332.90341032000003	consistent	C-lim12_2
G6435-MONOMER	P0AEI4	469.90056066	consistent	C-lim12_2
EG11355-MONOMER	P0AEM6	218.49851436	consistent	C-lim12_2
EG11086-MONOMER	P0AEN4	520.49743998	consistent	C-lim12_2
EG10355-MONOMER	P0AEN8	825.9464184000001	consistent	C-lim12_2
EG10597-MONOMER	P0AEZ3	639.7785240000001	consistent	C-lim12_2
PD00369	P0AF10	807.6695094	consistent	C-lim12_2
NAG6PDEACET-MONOMER	P0AF18	696.1056666	consistent	C-lim12_2
PD00266	P0AF20	753.4287084	consistent	C-lim12_2
EG11935-MONOMER	P0AF48	777.4221762	consistent	C-lim12_2
EG11757-MONOMER	P0AF67	618.623145	consistent	C-lim12_2
NHAB-MONOMER	P0AFA7	854.9734907999999	consistent	C-lim12_2
