monomer_id	degradation_rate(1/s)	half_life_(min)	degradation_rate_source
GLUCDEHYDROG-MONOMER	1.3468916381246165e-05	857.7121338	Gupta_et_al_MS_2024
GLUCOKIN-MONOMER	1.8695733516390975e-05	617.9192166600002	Gupta_et_al_MS_2024
GLUCONOKINI-MONOMER	8.080473129317416e-05	142.96753203	Gupta_et_al_MS_2024
GLUCONOKINII-MONOMER	1.925408834888737e-05	600.0	N_end_rule
GLUCONREDUCT-MONOMER	2.429842663968172e-05	475.44037236	Gupta_et_al_MS_2024
GLUCOSAMINE-6-P-DEAMIN-MONOMER	1.6083562218400963e-05	718.2770118	Gupta_et_al_MS_2024
GLUCOSE-1-PHOSPHAT-MONOMER	1.4603582618948035e-05	791.0697882	Gupta_et_al_MS_2024
GLURS-MONOMER	1.4583843934794848e-05	792.1404714	Gupta_et_al_MS_2024
GLUSYNLARGE-MONOMER	2.174892870227911e-05	531.17342778	Gupta_et_al_MS_2024
GLUSYNSMALL-MONOMER	2.398192766405724e-05	481.7149468200001	Gupta_et_al_MS_2024
GLUTAMIDOTRANS-MONOMER	1.750017435914992e-05	660.1335948	Gupta_et_al_MS_2024
GLUTAMINESYN-MONOMER	1.644718936701191e-05	702.3967896	Gupta_et_al_MS_2024
GLUTATHIONE-REDUCT-NADPH-MONOMER	1.6105489529567977e-05	717.2990916	Gupta_et_al_MS_2024
GLUTATHIONE-SYN-MONOMER	1.8232594117740594e-05	633.6154326	Gupta_et_al_MS_2024
GLUTCYSLIG-MONOMER	4.849896309543417e-06	2382.0000000000005	CL_measured_deg_rates_2020
GLUTDECARBOXA-MONOMER	2.75883313709216e-05	418.74417318	Gupta_et_al_MS_2024
GLUTDECARBOXB-MONOMER	3.0335050941842955e-05	380.82853499999993	Gupta_et_al_MS_2024
GLUTKIN-MONOMER	2.1020717560703068e-05	549.5746268399998	Gupta_et_al_MS_2024
GLUTRACE-MONOMER	1.7149766088460187e-05	673.6216079999999	Gupta_et_al_MS_2024
GLUTRNAREDUCT-MONOMER	5.953752182924183e-05	194.036511	Gupta_et_al_MS_2024
GLUTSEMIALDEHYDROG-MONOMER	1.7083721373593972e-05	676.2257915999999	Gupta_et_al_MS_2024
GLVB-MONOMER	1.925408834888737e-05	600.0	N_end_rule
GLVC-MONOMER	1.925408834888737e-05	600.0	N_end_rule
GLY3KIN-MONOMER	1.706115722640786e-05	677.1201305999999	Gupta_et_al_MS_2024
GLYC3PDEHYDROGBIOSYN-MONOMER	1.5919822957636497e-05	725.6646660000001	Gupta_et_al_MS_2024
GLYCDEH-MONOMER	1.5848524019620137e-05	728.9292678000002	Gupta_et_al_MS_2024
GLYCEROL-3-P-ACYLTRANSFER-MONOMER	1.4745921730652722e-05	783.433767	Gupta_et_al_MS_2024
GLYCEROL-KIN-MONOMER	1.8001186052343185e-05	641.7606582	Gupta_et_al_MS_2024
GLYCOGEN-BRANCH-MONOMER	1.4224051560852052e-05	812.1773856000002	Gupta_et_al_MS_2024
GLYCOGENSYN-MONOMER	1.6350479322188163e-05	706.5513360000001	Gupta_et_al_MS_2024
GLYCOPHOSPHORYL-MONOMER	1.8299846999465362e-05	631.2868632000001	Gupta_et_al_MS_2024
GLYCPDIESTER-CYTO-MONOMER	1.988115289354254e-05	581.0756082	Gupta_et_al_MS_2024
GLYCPDIESTER-PERI-MONOMER	1.66888379402909e-05	692.2263282000001	Gupta_et_al_MS_2024
GLYCRIBONUCSYN-MONOMER	1.81972674992516e-05	634.8454794	Gupta_et_al_MS_2024
GLYOCARBOLIG-MONOMER	1.925408834888737e-05	600.0	N_end_rule
GLYOHMETRANS-MONOMER	1.806013776152219e-05	639.6658299	Gupta_et_al_MS_2024
GLYOXI-MONOMER	2.114382567419496e-05	546.3747756600001	Gupta_et_al_MS_2024
GLYOXII-MONOMER	2.4348143189241617e-05	474.46956918	Gupta_et_al_MS_2024
GLYQ-MONOMER	2.9135427121237618e-05	396.50879189999995	Gupta_et_al_MS_2024
GLYS-MONOMER	1.638090448499762e-05	705.239019	Gupta_et_al_MS_2024
GMP-REDUCT-MONOMER	1.9372498992652404e-05	596.33261634	Gupta_et_al_MS_2024
GMP-SYN-MONOMER	1.962344244468684e-05	588.7067491800001	Gupta_et_al_MS_2024
GNTP-MONOMER	1.966474132916682e-05	587.47037736	Gupta_et_al_MS_2024
GNTT-MONOMER	1.8325870997732582e-05	630.3903924	Gupta_et_al_MS_2024
GNTU-MONOMER	1.925408834888737e-05	600.0	N_end_rule
GPH-MONOMER	2.1259341478687657e-05	543.40596678	Gupta_et_al_MS_2024
GPMA-MONOMER	1.821006407504e-05	634.3993608000002	Gupta_et_al_MS_2024
GPT-MONOMER	1.832860921854634e-05	630.2962146000001	Gupta_et_al_MS_2024
GRXB-MONOMER	1.4798074216700207e-05	780.6727308000001	Gupta_et_al_MS_2024
GRXC-MONOMER	2.4719170681056353e-05	467.3479203	Gupta_et_al_MS_2024
GSAAMINOTRANS-MONOMER	1.572958668036359e-05	734.440977	Gupta_et_al_MS_2024
GSK-MONOMER	2.5425386815844456e-05	454.36685361	Gupta_et_al_MS_2024
GSP-MONOMER	1.769759022612716e-05	652.7698326000001	Gupta_et_al_MS_2024
GST-MONOMER	1.6574235000578117e-05	697.0127435100001	Gupta_et_al_MS_2024
GTP-CYCLOHYDRO-I-MONOMER	3.540157523539066e-05	326.32595958	Gupta_et_al_MS_2024
GTP-CYCLOHYDRO-II-MONOMER	2.067663808181895e-05	558.7200861	Gupta_et_al_MS_2024
GUANYL-KIN-MONOMER	2.678276028984859e-05	431.33914818	Gupta_et_al_MS_2024
GUTA-MONOMER	3.904388198978436e-05	295.8838215	Gupta_et_al_MS_2024
GUTB-MONOMER	1.925408834888737e-05	600.0	N_end_rule
H2NEOPTERINALDOL-MONOMER	1.5181434374058174e-05	760.9592562	Gupta_et_al_MS_2024
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER	3.8775385838295606e-05	297.93263844	Gupta_et_al_MS_2024
H2NTPEPIM-MONOMER	1.9212028960108076e-05	601.3135329599999	Gupta_et_al_MS_2024
H2PTERIDINEPYROPHOSPHOKIN-MONOMER	1.925408834888737e-05	600.0	N_end_rule
H2PTEROATESYNTH-MONOMER	1.9671721223196188e-05	587.2619318999999	Gupta_et_al_MS_2024
HCAA2-MONOMER	2.8003429810264212e-05	412.53707448000006	Gupta_et_al_MS_2024
HCAC-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HCAD-MONOMER	6.920625666794315e-05	166.9278699	Gupta_et_al_MS_2024
HCAT-MONOMER	1.8243984772802334e-05	633.219834	Gupta_et_al_MS_2024
HEMEOSYN-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HEMN-MONOMER	2.9001185912286815e-05	398.3441589	Gupta_et_al_MS_2024
HEMX-MONOMER	1.5510549543931776e-05	744.8126178	Gupta_et_al_MS_2024
HISJ-MONOMER	1.4588304169767629e-05	791.898282	Gupta_et_al_MS_2024
HISM-MONOMER	1.5786517670069193e-05	731.7923592	Gupta_et_al_MS_2024
HISP-MONOMER	1.631787194535896e-05	707.9632103999999	Gupta_et_al_MS_2024
HISQ-MONOMER	1.672281991587184e-05	690.8196744	Gupta_et_al_MS_2024
HISS-MONOMER	1.7577810539956094e-05	657.2179728000002	Gupta_et_al_MS_2024
HISTCYCLOPRATPPHOS	2.3127206305696004e-05	499.51787763	Gupta_et_al_MS_2024
HISTDEHYD-MONOMER	1.6701859625812493e-05	691.6866306000001	Gupta_et_al_MS_2024
HISTPHOSTRANS-MONOMER	1.787012772923542e-05	646.467288	Gupta_et_al_MS_2024
HMP-KIN-MONOMER	1.9520438732862363e-05	591.8131845000001	Gupta_et_al_MS_2024
HMP-P-KIN-MONOMER	2.8580914585196785e-05	404.20165613999995	Gupta_et_al_MS_2024
HOLO-ACP-SYNTH-MONOMER	1.736315488624776e-05	665.3429682000002	Gupta_et_al_MS_2024
HOMOCYSMET-MONOMER	2.6963241713234476e-05	428.45193216000007	Gupta_et_al_MS_2024
HOMOCYSMETB12-MONOMER	2.329056823293868e-05	496.01421888	Gupta_et_al_MS_2024
HOMOSERKIN-MONOMER	2.226496712421299e-05	518.8623430199999	Gupta_et_al_MS_2024
HOMSUCTRAN-MONOMER	3.641537524311833e-05	317.24108106000006	Gupta_et_al_MS_2024
HRSA-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYAA-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYAB-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYAC-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYBA-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYBC-MONOMER	3.4804058129183325e-05	331.92833336999996	Gupta_et_al_MS_2024
HYCBSMALL-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYCC-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYCD-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYCELARGE-MONOMER	1.63160697832877e-05	708.0414072	Gupta_et_al_MS_2024
HYCF-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYCG-MONOMER	1.925408834888737e-05	600.0	N_end_rule
HYDG-MONOMER	2.5623311522578535e-05	450.8571423000001	Gupta_et_al_MS_2024
HYDH-MONOMER	1.4393597959808553e-05	802.6105107000001	Gupta_et_al_MS_2024
HYDROPEROXIDI-MONOMER	1.5611727658998083e-05	739.9855584000001	Gupta_et_al_MS_2024
HYDROPEROXIDII-MONOMER	1.758932069055905e-05	656.7879006000001	Gupta_et_al_MS_2024
HYPOXANPRIBOSYLTRAN-MONOMER	1.9834827443732835e-05	582.43274574	Gupta_et_al_MS_2024
ICITDEHASE-KIN-PHOSPHA	1.7780578455883148e-05	649.7231256	Gupta_et_al_MS_2024
IDONDEHYD-MONOMER	0.00014230375952898946	81.18164304	Gupta_et_al_MS_2024
ILES-MONOMER	1.6333215251493287e-05	707.2981548000001	Gupta_et_al_MS_2024
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	1.687298213678913e-05	684.6716789999999	Gupta_et_al_MS_2024
IMP-DEHYDROG-MONOMER	1.5293059156210174e-05	755.4049775999999	Gupta_et_al_MS_2024
INORGPYROPHOSPHAT-MONOMER	1.737872478445829e-05	664.7468759999999	Gupta_et_al_MS_2024
IPPISOM-MONOMER	2.1178938103862355e-05	545.46894432	Gupta_et_al_MS_2024
ISOCIT-LYASE-MONOMER	2.281548059098629e-05	506.3427423	Gupta_et_al_MS_2024
ISOCITDEH-SUBUNIT	1.82949716430736e-05	631.4550924	Gupta_et_al_MS_2024
KCH-MONOMER	2.451078091011849e-05	471.32129538000004	Gupta_et_al_MS_2024
KDGALDOL-MONOMER	1.8453599934440055e-05	626.0270652	Gupta_et_al_MS_2024
KDGT-MONOMER	1.925408834888737e-05	600.0	N_end_rule
KDO-8PSYNTH-MONOMER	1.7339234230118182e-05	666.2608542000002	Gupta_et_al_MS_2024
KDOTRANS-MONOMER	1.621737459337545e-05	712.3503834	Gupta_et_al_MS_2024
KDPB-MONOMER	1.925408834888737e-05	600.0	N_end_rule
KDPD-MONOMER	1.5024485291394376e-05	768.9084042	Gupta_et_al_MS_2024
KDPE-MONOMER	1.8398055403158446e-05	627.9170682	Gupta_et_al_MS_2024
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	1.948332186419745e-05	592.9406232599999	Gupta_et_al_MS_2024
KDUD-MONOMER	2.568048365092197e-05	449.85340488	Gupta_et_al_MS_2024
KEFB-MONOMER	1.5520730249480033e-05	744.3240636000002	Gupta_et_al_MS_2024
KEFC-MONOMER	1.451879974332093e-05	795.6892590000001	Gupta_et_al_MS_2024
KETOBUTFORMLY-INACT-MONOMER	4.342851150544381e-05	266.01079818	Gupta_et_al_MS_2024
KETOLREDUCTOISOM-MONOMER	1.828068721856775e-05	631.9485078	Gupta_et_al_MS_2024
KGTP-MONOMER	1.9195011395875507e-05	601.84663458	Gupta_et_al_MS_2024
KUP-MONOMER	1.2724232827337382e-05	907.9095899999999	Gupta_et_al_MS_2024
L-ASPARTATE-OXID-MONOMER	2.1867266900552304e-05	528.29889816	Gupta_et_al_MS_2024
L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER	1.8633430000416827e-05	619.9853171999999	Gupta_et_al_MS_2024
L-LACTDEHYDROGFMN-MONOMER	3.409931943172558e-05	338.78837472	Gupta_et_al_MS_2024
LACTALDDEHYDROG-MONOMER	1.8690624103923176e-05	618.0881358	Gupta_et_al_MS_2024
LACTALDREDUCT-MONOMER	1.7841030128094183e-05	647.5216356	Gupta_et_al_MS_2024
LACY-MONOMER	1.925408834888737e-05	600.0	N_end_rule
LARGEILVB-MONOMER	3.36889049099919e-05	342.91565843999996	Gupta_et_al_MS_2024
LAUROYLACYLTRAN-MONOMER	2.4271703092803615e-05	475.96384008	Gupta_et_al_MS_2024
LCTP-MONOMER	7.168103773315276e-05	161.16470094	Gupta_et_al_MS_2024
LDC2-MONOMER	2.415432709414096e-05	478.27674785999994	Gupta_et_al_MS_2024
LEUC-MONOMER	4.682783343165128e-05	246.70056594	Gupta_et_al_MS_2024
LEUD-MONOMER	4.870747681004986e-05	237.18028044	Gupta_et_al_MS_2024
LEUS-MONOMER	1.7074946261622013e-05	676.5733158000002	Gupta_et_al_MS_2024
LIPIDADISACCHARIDESYNTH-MONOMER	1.728682734437749e-05	668.280696	Gupta_et_al_MS_2024
LIVF-MONOMER	1.5025824222503902e-05	768.8398878	Gupta_et_al_MS_2024
LIVG-MONOMER	1.5954634591752058e-05	724.0813284	Gupta_et_al_MS_2024
LIVH-MONOMER	2.4872136450622264e-05	464.47369056	Gupta_et_al_MS_2024
LIVJ-MONOMER	1.6759744463107626e-05	689.297682	Gupta_et_al_MS_2024
LIVK-MONOMER	1.5945084114315577e-05	724.5150246000001	Gupta_et_al_MS_2024
LIVM-MONOMER	1.6722250087781308e-05	690.8432147999999	Gupta_et_al_MS_2024
LSERINEDEAM1-MONOMER	5.420123008873152e-05	213.14005218	Gupta_et_al_MS_2024
LSERINEDEAM2-MONOMER	1.925408834888737e-05	600.0	N_end_rule
LSERINEDEAM3-MONOMER	8.620224672811937e-05	134.01568344	Gupta_et_al_MS_2024
LTAA-MONOMER	1.7327745018313147e-05	666.7026204	Gupta_et_al_MS_2024
LUMAZINESYN-MONOMER	1.3859228949781953e-05	833.55669	Gupta_et_al_MS_2024
LYSDECARBOX-MONOMER	1.925408834888737e-05	600.0	N_end_rule
LYSP-MONOMER	6.901453905061744e-05	167.39158398000004	Gupta_et_al_MS_2024
LYSS-MONOMER	1.772278352897765e-05	651.8419068	Gupta_et_al_MS_2024
LYSU-MONOMER	1.9317313523909662e-05	598.03621218	Gupta_et_al_MS_2024
LYXK-MONOMER	2.3878738328683965e-05	483.7966248600001	Gupta_et_al_MS_2024
MACA	1.5267892777783702e-05	756.6501270000001	Gupta_et_al_MS_2024
MACB	1.527787492949845e-05	756.1557522	Gupta_et_al_MS_2024
MALATE-DEHASE-MONOMER	1.8861250116870708e-05	612.4966764000001	Gupta_et_al_MS_2024
MALATE-SYNTHASE	4.3705110456717594e-05	264.32728092	Gupta_et_al_MS_2024
MALDEXPHOSPHORYL-MONOMER	2.6909877167100673e-05	429.30158832	Gupta_et_al_MS_2024
MALE-MONOMER	2.7384577084362e-05	421.85982912	Gupta_et_al_MS_2024
MALF-MONOMER	2.6414618492133934e-05	437.35074246	Gupta_et_al_MS_2024
MALG-MONOMER	2.8666238740605488e-05	402.99856266000006	Gupta_et_al_MS_2024
MALIC-NAD-MONOMER	1.7593431232553514e-05	656.6344482	Gupta_et_al_MS_2024
MALIC-NADP-MONOMER	1.7714445159886174e-05	652.1487354000002	Gupta_et_al_MS_2024
MALK-MONOMER	5.534293892490301e-05	208.7430345	Gupta_et_al_MS_2024
MALONYL-COA-ACP-TRANSACYL-MONOMER	1.661742977976453e-05	695.2009524	Gupta_et_al_MS_2024
MALSYNG-MONOMER	2.020541686538217e-05	571.7502928199999	Gupta_et_al_MS_2024
MALTACETYLTRAN-MONOMER	2.9138970754522087e-05	396.46057188000003	Gupta_et_al_MS_2024
MALTODEXGLUCOSID-MONOMER	2.4541658876769202e-05	470.72828562	Gupta_et_al_MS_2024
MALX-MONOMER	7.102163363252416e-05	162.6610431	Gupta_et_al_MS_2024
MANNONDEHYDRAT-MONOMER	2.0294857343130194e-05	569.23055994	Gupta_et_al_MS_2024
MANNONOXIDOREDUCT-MONOMER	4.106567401682368e-05	281.31653226	Gupta_et_al_MS_2024
MANNPDEHYDROG-MONOMER	1.6476480653511017e-05	701.1480942000001	Gupta_et_al_MS_2024
MANNPGUANYLTRANGDP-MONOMER	1.925408834888737e-05	600.0	N_end_rule
MANNPISOM-MONOMER	1.7499716150241756e-05	660.1508796	Gupta_et_al_MS_2024
MANX-MONOMER	1.414435399104284e-05	816.7536684	Gupta_et_al_MS_2024
MANY-MONOMER	1.925408834888737e-05	600.0	N_end_rule
MANZ-MONOMER	2.1308471857286422e-05	542.1530500499999	Gupta_et_al_MS_2024
MDLA-MONOMER	1.5738085222221062e-05	734.0443799999999	Gupta_et_al_MS_2024
MDLB-MONOMER	2.1881872766713266e-05	527.9462655	Gupta_et_al_MS_2024
MDTA	1.5390254439135116e-05	750.6343092000001	Gupta_et_al_MS_2024
MELB-MONOMER	1.925408834888737e-05	600.0	N_end_rule
MEND-MONOMER	1.4291228356011977e-05	808.359696	Gupta_et_al_MS_2024
MENF-MONOMER	1.8076597055949265e-05	639.0833946	Gupta_et_al_MS_2024
METG-MONOMER	1.961179738806285e-05	589.0563103799999	Gupta_et_al_MS_2024
METHGLYSYN-MONOMER	1.9586760800226836e-05	589.8092659199999	Gupta_et_al_MS_2024
METHYLENETHFREDUCT-MONOMER	2.1948045273033814e-05	526.3545279599999	Gupta_et_al_MS_2024
METHYLMALONYL-COA-MUT-MONOMER	1.925408834888737e-05	600.0	N_end_rule
METI-MONOMER	3.919036722944132e-05	294.77787084	Gupta_et_al_MS_2024
METQ-MONOMER	1.6072165656718582e-05	718.7863326000002	Gupta_et_al_MS_2024
MGLA-MONOMER	1.5873721444146765e-05	727.7721894000001	Gupta_et_al_MS_2024
MGLB-MONOMER	1.65652822236245e-05	697.389447	Gupta_et_al_MS_2024
MGLC-MONOMER	1.587275043438996e-05	727.8167106000001	Gupta_et_al_MS_2024
MGTA-MONOMER	1.2631972614827391e-05	914.5406946	Gupta_et_al_MS_2024
MHPCHYDROL-MONOMER	9.032109035650685e-05	127.90426869000001	Gupta_et_al_MS_2024
MHPDHYDROL-MONOMER	3.9775469851719486e-05	290.44164789	Gupta_et_al_MS_2024
MHPELY-MONOMER	7.654163601503668e-05	150.93031205999998	Gupta_et_al_MS_2024
MHPF-MONOMER	3.753466488992439e-05	307.78090182	Gupta_et_al_MS_2024
MHPHYDROXY-MONOMER	1.925408834888737e-05	600.0	N_end_rule
MHPT-MONOMER	1.925408834888737e-05	600.0	N_end_rule
MMUM-MONOMER	1.964406707919075e-05	588.08865612	Gupta_et_al_MS_2024
MODA-MONOMER	1.4895946165291346e-05	775.5434184	Gupta_et_al_MS_2024
MODB-MONOMER	3.8775227443421336e-05	297.93385548	Gupta_et_al_MS_2024
MODC-MONOMER	1.6151308871635417e-05	715.2641993999999	Gupta_et_al_MS_2024
MODF-MONOMER	2.0183793369134972e-05	572.3628258599999	Gupta_et_al_MS_2024
MONOMER-162	1.925408834888737e-05	600.0	N_end_rule
MONOMER-43	2.1068001350365118e-05	548.3411937000001	Gupta_et_al_MS_2024
MONOMER0-1001	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1041	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-12	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1261	1.9416157479277284e-05	594.9917238599999	Gupta_et_al_MS_2024
MONOMER0-141	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-142	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-143	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-144	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-145	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-146	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-147	3.3770393663275816e-05	342.0881949	Gupta_et_al_MS_2024
MONOMER0-148	1.478815014429146e-05	781.1966268	Gupta_et_al_MS_2024
MONOMER0-149	1.7972471384783854e-05	642.7860009899999	Gupta_et_al_MS_2024
MONOMER0-150	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1501	1.7037985243833952e-05	678.0410267999999	Gupta_et_al_MS_2024
MONOMER0-151	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-152	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-153	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-154	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1541	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1561	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1562	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1563	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1564	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1581	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1601	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1602	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1603	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1604	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1605	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1641	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1701	1.7483179126711353e-05	660.7753044000001	Gupta_et_al_MS_2024
MONOMER0-185	1.4873099728070149e-05	776.7347238	Gupta_et_al_MS_2024
MONOMER0-1922	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1941	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-1981	1.9448493323532084e-05	594.0024667800002	Gupta_et_al_MS_2024
MONOMER0-2001	1.998265825496625e-05	578.1239343600001	Gupta_et_al_MS_2024
MONOMER0-2121	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2141	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2383	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2488	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2489	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2654	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2656	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2657	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2658	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2659	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2660	0.00010626661778149109	108.71196665999999	Gupta_et_al_MS_2024
MONOMER0-2662	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2663	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2665	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2668	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2670	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2671	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2672	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2673	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2674	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2675	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2676	1.2860660296404898e-05	898.2783732	Gupta_et_al_MS_2024
MONOMER0-2677	2.284165735123428e-05	505.76246862000005	Gupta_et_al_MS_2024
MONOMER0-2678	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2680	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2681	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2682	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2683	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2684	3.2762239057904104e-05	352.61488047	Gupta_et_al_MS_2024
MONOMER0-2685	3.050401980147013e-05	378.71903717999993	Gupta_et_al_MS_2024
MONOMER0-2686	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2687	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2688	3.820995493082547e-05	302.34144558	Gupta_et_al_MS_2024
MONOMER0-2689	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2690	4.381206720038736e-05	263.68198872	Gupta_et_al_MS_2024
MONOMER0-2691	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2692	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2693	3.161077689731191e-05	365.45931936	Gupta_et_al_MS_2024
MONOMER0-2694	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2695	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2696	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2697	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2726	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2748	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2755	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2756	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2757	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2761	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2772	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2801	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2812	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2813	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2814	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2817	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2818	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2819	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-282	1.4357167946088873e-05	804.6470622	Gupta_et_al_MS_2024
MONOMER0-2820	4.89596753298283e-05	235.95852978	Gupta_et_al_MS_2024
MONOMER0-2821	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2822	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2823	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2824	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2825	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2826	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2827	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2828	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2829	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2830	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2840	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2841	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2842	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2851	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2855	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2856	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2857	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2858	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2859	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2860	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2868	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2869	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2870	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2871	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2872	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2873	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2874	1.925408834888737e-05	600.0	N_end_rule
MONOMER0-2875	1.925408834888737e-05	600.0	N_end_rule
